tgl_inputer,kd_faktur,kd_rute,kd_customer,kd_barang,qty,satuan,no_lot,tgl_exp,upload_sts,data_sts,barang_sts,create_at
25/3/2025,D25004768,BWI-1,MULY07,QAGRO02,450,Btl,25GAT0211,1/2/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004769,BWI-1,MULY07,QBIGG07,3000,Sach,3032023,1/12/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004770,KD-1,PUSA08,QTIMU29,400,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004771,P-1,HIKM01,QMACE01,1640,Pack,I24RFA7160,1/12/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004772,P-2,BOLO04,QMACE01,500,Pack,I24RFA7160,1/12/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004773,P-2,SUMB212,QMACE01,1000,Pack,I24RFA7160,1/12/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004774,P-1,PANC02,QNOST05,140,Btl,L301024,1/10/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004775,SBY,SAKI02,QSCOR02,40,Btl,JAK4B07018,1/2/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004776,P-1,TANI53,QTIMU29,240,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004777,JUBS,SUBU04,QTIMU29,30,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004778,BWI-1,SOEN01,QTIMU29,30,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004779,JLS,TANI03,QSARU02,30,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004780,BWI-2,ANGK01,QBION01,500,Pack,CBT3JWP086,1/10/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004781,BWI-1,SUGE05,QTIMU29,30,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004782,BWI-1,SUGE05,QJAGU25,20,Pack,264,1/10/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004783,JLS,SUBU05,QSARU02,44,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004784,MLG,TANI146,QPAPA01,60,Btl,2403181006,1/3/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004785,JLS,INDR01,QSARU02,25,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004786,JUBS,FAST07,QSARU02,20,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004787,BWI-2,ANGK01,QSARU02,410,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004788,P-2,SUMB212,QSPON02,2000,Btl,0812EE0851,1/2/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004788,P-2,SUMB212,QBENA01,375,Kg,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004789,P-2,SUMB212,QEMAC01,750,Btl,15122024,1/12/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004790,SBY,JAYA31,QRUMP01,4300,Btl,PITL003501,1/2/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004790,SBY,JAYA31,QSIMO01,450,Btl,JAK4I24026,1/9/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004790,SBY,JAYA31,QSIMO01,2050,Btl,JAK4I24027,1/9/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004791,SBY,HERM01,QRUMP01,9300,Btl,PITL003500,1/2/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004791,SBY,HERM01,QRUMP01,11400,Btl,PITL003501,1/2/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004792,JLS,HASI05,QJAGU29,100,Pack,20207539,27/1/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004793,MD-1,MAJU24,QGREE03,72,Btl,PNB41003386,1/8/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004793,MD-1,MAJU24,QGREE04,160,Pack,PNB41003386,1/8/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004794,KD-1,JAYA01,QMELY01,48,Btl,S24102901,1/8/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004795,KD-2,CAHA05,QRIDO04,60,Pack,CBT4A741RM,1/1/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004796,JUBS,PRIM03,QJAGU95,500,Pack,3289HBS235,5/11/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004797,JUBS,PRIM03,QGAME03,100,Btl,2023SM0608,1/6/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004798,P-2,SUMB212,QAGUS01,200,Btl,ADV271E050,1/10/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004798,P-2,SUMB212,QAMOL02,40,Btl,ADV317V036,1/11/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004798,P-2,SUMB212,QAMOL02,80,Btl,ADV336V037,1/12/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004799,MD-1,RIZK05,QBION01,300,Pack,CBT3JWP086,1/10/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004799,MD-1,RIZK05,QBION01,600,Pack,CBT3JWP087,1/10/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004800,P-1,UNGG01,QMANZ02,200,Pack,7IU5MZW0004,1/7/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004801,MD-1,ALAM01,QACRO03,1200,Pack,2405Q08001,1/1/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004801,MD-1,ALAM01,QACRO01,3200,Pack,2504Q02001,1/11/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004801,MD-1,ALAM01,QSPON03,600,Btl,5025DD5052,1/12/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004801,MD-1,ALAM01,QBLAS02,480,Btl,0801EE0832,1/2/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004801,MD-1,ALAM01,QSPON02,1000,Btl,0812EE0851,1/2/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004802,P-2,LONT01,QMACE01,400,Pack,I24RFA7160,1/12/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004802,P-2,LONT01,QETHR02,200,Pcs,PI41003770,1/3/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004803,MD-1,ALAM01,QPAKE02,500,Btl,249CQ11001,1/10/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004803,MD-1,ALAM01,QREGE09,600,Btl,248Q12601,1/11/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004803,MD-1,ALAM01,QREGE03,1600,Btl,2470Q11603,1/11/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004803,MD-1,ALAM01,QREGE02,960,Btl,2471Q12601,1/11/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004803,MD-1,ALAM01,QPAKE01,500,Btl,259DQ01002,1/11/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004804,MD-1,ALAM01,QDECI05,400,Btl,PI41003675,1/11/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004804,MD-1,ALAM01,QDECI01,1000,Btl,PI42003104,1/11/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004804,MD-1,ALAM01,QDECI03,400,Btl,PI42003139,1/1/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004804,MD-1,ALAM01,QDECI02,500,Btl,PI41003730,1/2/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004804,MD-1,ALAM01,QDECI02,2000,Btl,PI41003730,1/2/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004804,MD-1,ALAM01,QETHR02,2000,Pcs,PI41003770,1/3/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004805,MD-1,ALAM01,QMANZ01,250,Pack,2JU5M2W0108,1/3/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004805,MD-1,ALAM01,QROUN04,5000,Btl,502014,1/2/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004805,MD-1,ALAM01,QGIBG03,25000,Pack,2502002,1/2/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004805,MD-1,ALAM01,QKUPR02,800,Btl,2503006,1/3/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004805,MD-1,ALAM01,QKUPR01,400,Btl,2503007,1/3/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004806,MD-1,ALAM01,QALIK03,500,Btl,JAK4I2E033,1/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004806,MD-1,ALAM01,QALIK02,400,Btl,JAK4L2E047,1/12/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004806,MD-1,ALAM01,QEM-403,750,Btl,090125,1/1/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004806,MD-1,ALAM01,QEM-402,435,Btl,040225,1/2/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004806,MD-1,ALAM01,QEM-401,120,Btl,240225,1/2/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004806,MD-1,ALAM01,QEM-402,315,Btl,170225,1/2/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004806,MD-1,ALAM01,QEM-401,795,Btl,030325,1/3/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004807,MD-1,ALAM01,QPLEN02,1200,Pack,SRG4FW1103,1/6/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004807,MD-1,ALAM01,QAMIS03,500,Btl,JAK4ES1141,1/5/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004807,MD-1,ALAM01,QFILI01,2500,Btl,JAK4I121XX,1/9/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004807,MD-1,ALAM01,QFILI02,500,Btl,JAK4K104XX,1/11/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004808,MD-1,ALAM01,QPLEN01,100,Pack,SRG4HW1115,1/8/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004808,MD-1,ALAM01,QVIRT01,2000,Btl,CBT4JS2115,1/10/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,D25004808,MD-1,ALAM01,QROUN01,1200,Btl,502011,1/2/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004809,KD-1,ANUG01,QJAGU25,500,Pack,264,1/10/2025,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004810,P-2,SUMB212,QSPON01,20,Btl,0708EE0811,1/2/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004811,KD-1,SURY08,QAMOL01,200,Btl,ADV235H014,1/8/2026,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004812,P-2,SUMB173,QNOST04,400,Btl,L301024,1/10/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004813,PROB,BUMI01,QTIMU29,120,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004814,JBR-1,BIMA04,QKLOP02,12,Btl,OIANT20250103,1/2/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004815,PROB,BAKT03,QVALL01,30,Pack,PNB41003386,1/11/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004816,PROB,TANI224,QBAME03,15,Btl,23123401,1/3/2028,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004816,PROB,TANI224,QAMOL02,15,Btl,ADV280V035,1/10/2028,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004816,PROB,TANI224,QATON09,30,Btl,1111022224,1/11/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004816,PROB,TANI224,QBAST03,24,Btl,25RFS0632,1/2/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004817,P-1,UNGG01,QEM-401,150,Btl,030325,1/3/2027,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004818,SBY,SAHA04,QSPON01,240,Btl,0708EE0811,1/2/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004818,SBY,SAHA04,QSPON02,200,Btl,0812EE0851,1/2/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004819,JLS,SARI33,QSMK24,240,Pack,23024102025,5/11/2025,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004820,SBY,MEKA12,QBETA03,20,Pack,240919,1/9/2028,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004820,SBY,MEKA12,QHEXA02,40,Btl,25020610,1/1/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004820,SBY,MEKA12,QQIUM06,480,Btl,20250306,1/3/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004820,SBY,MEKA12,QETHR02,100,Pcs,PI41003770,1/3/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004821,JUBS,NNWI02,QMETA09,30,Btl,24070113,1/6/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004821,JUBS,NNWI02,QMETA03,10,Btl,24072503,1/6/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004821,JUBS,NNWI02,QAMAB02,10,Btl,50313006,1/3/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004822,JUBS,SUMB06,QAGRI04,60,Btl,PI43004372,1/3/2027,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004822,JUBS,SUMB06,QBENA01,250,Kg,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004823,BWI-2,EKAJ01,QASIA01,100,Btl,026,1/2/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004824,PROB,IBUT01,QSARU02,4,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004825,BWI-1,MBAH01,QZENP01,25,Btl,1910103,1/6/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004825,BWI-1,MBAH01,QBION02,20,Btl,41007999,1/10/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004826,BWI-1,GAGR01,QMAES02,60,Btl,20250125,1/1/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004826,BWI-1,GAGR01,QTALI03,1,Zak,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004827,KD-1,JAYA01,QINSU01,2500,Btl,252LQ02002,1/1/2027,1,1,1,"2025-03-25 19:57:48"
26/3/2025,D25004828,JUBS,PRIM03,QAGRI04,60,Btl,PI43004372,1/3/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,L25000007,"B Agronomis",ARIF09,AINTE02,10,Btl,2.21E+11,1/10/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,M25000030,JUBS,KARI07,AJAGU67,16,Pcs,CXHBS959,18/10/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,M25000030,JUBS,KARI07,AJAGU67,64,Pcs,CXHBS959,18/10/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000495,KD-2,PUTR39,QJAPR04,25,Btl,10183117,1/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000495,KD-2,PUTR39,QJAPR06,15,Btl,10183110,1/10/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000495,KD-2,PUTR39,QVALL01,10,Pack,PNB41003386,1/8/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000495,KD-2,PUTR39,QBION02,40,Btl,41007999,1/10/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000495,KD-2,PUTR39,QBIGG07,50,Sach,01012025,1/1/2031,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000496,BWI-1,BARU02,QUNIH01,20,Btl,20240528011,1/5/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000497,BWI-2,DINO01,QDKFE01,40,Btl,4301DD4353,1/10/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000498,JLS,PODO01,QFUTA22,150,Btl,22213313,1/2/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000499,KD-1,SAHA52,QPUPU15,125,Pack,082024,1/8/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000499,KD-1,SAHA52,QSPRA15,1,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000500,SBY,IWAN04,QFUTA17,60,Btl,22213310,1/2/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000500,SBY,IWAN04,QFUTA17,150,Btl,22213313,1/2/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000500,SBY,IWAN04,QFUTA17,360,Btl,22213314,1/2/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000500,SBY,IWAN04,QFUTA17,30,Btl,22213315,1/2/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000501,BWI-1,CAHA06,QPADI17,2,Pack,64,14/4/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,T25000501,BWI-1,CAHA06,QPADI17,18,Pack,64,14/4/2025,1,1,1,"2025-03-25 19:57:48"
26/3/2025,T25000502,JLS,ALAS03,QSINW01,20,Btl,24RFA6638,1/2/2028,1,1,1,"2025-03-25 19:57:48"
26/3/2025,T25000503,JLS,ALAS03,QAGXA01,50,Btl,20240825,1/9/2028,1,1,1,"2025-03-25 19:57:48"
26/3/2025,T25000504,JLS,REST15,QAGXA01,15,Btl,20240825,1/9/2028,1,1,1,"2025-03-25 19:57:48"
26/3/2025,T25000504,JLS,REST15,QSTAR02,20,Btl,102090511,1/12/2028,1,1,1,"2025-03-25 19:57:48"
26/3/2025,T25000504,JLS,REST15,QVALL01,10,Pack,PNB41003386,1/11/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,T25000505,KD-1,FAJA24,QPUPU15,25,Pack,082024,1/8/2025,1,1,1,"2025-03-25 19:57:48"
26/3/2025,T25000505,KD-1,FAJA24,QPENT02,20,Btl,2.10E+11,1/10/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000726,P-2,SAHA12,QBION01,100,Pack,CBT3JWP085,1/10/2025,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000726,P-2,SAHA12,QKNO303,375,Pack,0,1/1/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000727,P-2,SAHA12,QVIRT03,50,Btl,JAK4JS2113,1/10/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000727,P-2,SAHA12,QVIRT03,50,Btl,JAK4JS2114,1/10/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000728,P-2,SAHA12,QKUPR02,80,Btl,2503006,1/3/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000728,P-2,SAHA12,QKUPR01,60,Btl,2503007,1/3/2030,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000729,JLS,MERD01,QSMK31,120,Pack,339112431,11/6/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000729,JLS,MERD01,QSMK27,120,Pack,437012519,10/8/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000730,JLS,ENGG02,QJAGU29,200,Pack,20207539,27/1/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000731,BWI-1,LANG01,QTIMU04,15,Pack,2292008126,17/7/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000732,KD-1,ADIT02,QCAUL06,150,Pack,782408,1/8/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000733,JLS,BERK03,QTIMU29,20,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000734,JLS,MERD01,QTIMU29,120,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000735,JLS,ENGG02,QTIMU29,160,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000736,BWI-1,LANG01,QTIMU29,40,Pack,271032518,22/9/2026,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000737,KD-2,SIDO01,QEMAC01,100,Btl,15122024,1/12/2027,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000737,KD-2,SIDO01,QKARI03,100,Pack,16123401,1/3/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000737,KD-2,SIDO01,QKARI01,40,Pack,16123401,1/3/2028,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000737,KD-2,SIDO01,QDECI01,100,Btl,PI41003716,1/1/2029,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000738,JLS,SUMB48,QSARU02,35,Pcs,0,1/1/1000,1,1,1,"2025-03-25 19:57:48"
25/3/2025,Z25000739,JLS,ENGG02,QJAGU72,500,Pack,250220BF02,10/2/2026,1,1,1,"2025-03-25 19:57:48"
26/3/2025,Z25000740,JLS,ENGG02,QMAES01,100,Btl,20241129,1/11/2029,1,1,1,"2025-03-25 19:57:48"
26/3/2025,Z25000740,JLS,ENGG02,QMAES02,200,Btl,20250125,1/1/2030,1,1,1,"2025-03-25 19:57:48"
26/3/2025,Z25000741,JLS,ENGG02,QJAGU64,40,Pack,1240622,1/12/2025,1,1,1,"2025-03-25 19:57:48"
26/3/2025,Z25000742,MLG,SUMB117,QVICT02,200,Pack,F0425C0601,1/3/2027,1,1,1,"2025-03-25 19:57:48"
26/3/2025,Z25000742,MLG,SUMB117,QABAC01,250,Btl,15122024,1/12/2027,1,1,1,"2025-03-25 19:57:48"
