tgl_inputer,kd_faktur,kd_rute,kd_customer,kd_barang,qty,satuan,no_lot,tgl_exp,upload_sts,data_sts,barang_sts,create_at
27/5/2025,B25006272,SBY,ADIT08,QMETI02,40,Pack,056919,1/1/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006272,SBY,ADIT08,QMETI07,40,Pack,56912,1/1/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006273,JUBS,LEST16,QNPKM11,20,Pack,M2824I2301,1/9/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006273,JUBS,LEST16,QALFA04,50,Btl,63373Y4010,1/10/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006274,BLI-2,PUTR42,QPADI22,40,Pack,2409176,25/8/2025,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006275,KD-1,TANI150,QJAGU81,200,Pack,3250865,1/1/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006276,JUBS,PRIM03,QPOIN01,2280,Btl,00525165,1/4/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006276,JUBS,PRIM03,QMKP01,2000,Pack,0,1/5/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006276,JUBS,PRIM03,QSIKL02,160,Pack,2410012,1/10/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006276,JUBS,PRIM03,QMANO01,200,Pack,0,1/5/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006277,JUBS,PRIM03,QRIDO04,200,Pack,CBT4A743RM,1/1/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006277,JUBS,PRIM03,QGRAS02,280,Btl,21019195,1/10/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006278,JLS,PUTR40,QBENA01,25,Kg,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006279,JLS,PUTR40,QJAGU37,20,Pack,240030B,1/4/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006280,BWI-1,SUMB01,QABOJ01,100,Pack,ADV2340220125ST,1/1/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006281,MLG,BARO74,QABAC04,80,Btl,15122024,1/12/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006281,MLG,BARO74,QPOTT07,200,Pcs,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006282,SBY,ADIT08,QMUTU01,15,Pack,2024ES1108,1/8/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006283,PROB,IBUT01,QTHRO03,80,Btl,1501EE1541,1/4/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006284,KD-1,MAND12,QREGE02,48,Btl,2571Q01606,1/1/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006285,JLS,BUMI04,QCAST01,200,Pack,220328,1/7/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006285,JLS,BUMI04,QCAST02,48,Pack,220328,1/8/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006286,SBY,SUBK01,QLIDI03,240,Btl,24RFS3922,1/12/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006287,JUBS,ERAT01,QAGXA01,10,Btl,20240825,1/9/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006287,JUBS,ERAT01,QAGXA02,5,Btl,20240825,1/9/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006287,JUBS,ERAT01,QASTA02,10,Pack,25021301,1/1/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006287,JUBS,ERAT01,QBRAP01,10,Btl,140325F,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006287,JUBS,ERAT01,QAGRO02,10,Btl,25GAT0511,1/5/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006288,JUBS,ERAT01,QBALE02,5,Btl,1123096303,1/12/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006288,JUBS,ERAT01,QLANN04,20,Pack,JUN24IEM86,1/6/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006288,JUBS,ERAT01,QBACT01,5,Btl,3032023,1/12/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006288,JUBS,ERAT01,QGIBG03,120,Pack,2503004,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006288,JUBS,ERAT01,QTOPJ01,20,Btl,50515021,1/5/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006289,JUBS,ERAT01,QUNIH01,15,Btl,20241015011,1/10/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006289,JUBS,ERAT01,QLANN01,20,Pack,OCT24SDR,1/10/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006289,JUBS,ERAT01,QMONE07,20,Btl,23121804,1/11/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006289,JUBS,ERAT01,QDKFE01,10,Btl,0302EE0351,1/1/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006290,BWI-1,MUJA01,QLOGA03,60,Btl,25042902,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006290,BWI-1,MUJA01,QBENA01,75,Kg,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006290,BWI-1,MUJA01,QMUL09,10,Roll,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006290,BWI-1,MUJA01,QTALI03,3,Zak,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006290,BWI-1,MUJA01,QTALI05,2,Zak,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006291,BWI-1,MUJA01,QEM-403,75,Btl,030425,1/4/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006291,BWI-1,MUJA01,QEM-401,30,Btl,250425,1/4/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006291,BWI-1,MUJA01,QUPRI02,15,Btl,20246908,1/9/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006291,BWI-1,MUJA01,QMAES02,100,Btl,20250211,1/2/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006292,JLS,TUNG05,QABOJ02,200,Pack,ADV2550070325SI,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006293,PROB,TANI224,QSAAF01,40,Pack,2FVYMAC7509,1/8/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006294,PROB,IBUT01,QMAMI06,20,Pack,M014J1601,1/10/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006294,PROB,IBUT01,QMAMI07,40,Pack,M0124J1101,1/10/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006295,JLS,SEDU03,QMETS01,200,Pack,060254,1/12/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006295,JLS,SEDU03,QMETI01,50,Pack,55878,1/11/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006296,JBR-1,BIMA04,QEM-403,30,Btl,030425,1/4/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006296,JBR-1,BIMA04,QGAND04,48,Pack,1526,1/4/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006297,PROB,DELI01,QMELO11,6,Pack,240052511,7/11/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006298,PROB,YUWA01,QSAAF01,40,Pack,2FVYMAC7509,1/8/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006298,PROB,YUWA01,QCALC03,40,Pack,0,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006298,PROB,YUWA01,QCALC03,60,Pack,0,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006298,PROB,YUWA01,QMANO01,120,Pack,0,1/5/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006299,SBY,BARU01,QKNO301,525,Pack,0,1/1/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006300,JLS,ALAS03,QUNIS02,20,Btl,20240215011,1/2/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006300,JLS,ALAS03,QUNIH02,40,Btl,20240528011,1/5/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006301,JUBS,FAJA04,QBACT01,1250,Btl,3032023,1/12/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006302,JUBS,MUBA01,QAGUS02,10,Btl,ADV238E054,1/8/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006302,JUBS,MUBA01,QVIRT01,40,Btl,CBT4JS2115,1/10/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006302,JUBS,MUBA01,QAGUS01,10,Btl,ADV081N053,1/3/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006302,JUBS,MUBA01,QAGRO02,15,Btl,25GAT0511,1/5/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006302,JUBS,MUBA01,QTANG47,5,Pcs,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006303,BWI-1,BARU02,QPRIM31,4,Gal,0632625030509,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006304,JUBS,SUMB96,QPANI01,1,Pack,30,1/9/2025,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006304,JUBS,SUMB96,QPANI01,2,Pack,392020,1/9/2025,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006304,JUBS,SUMB96,QSAGR05,30,Pack,1600322,1/3/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006304,JUBS,SUMB96,QPANI01,17,Pack,3.06E+11,1/10/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006305,JUBS,FAST07,QRATG01,100,Pack,2104EE2121,1/5/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006306,BWI-2,GRIY02,QNPKN02,2,Zak,24/19507A,1/4/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006306,BWI-2,GRIY02,QAMPA01,4,Btl,2407241005,1/7/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006306,BWI-2,GRIY02,QAMPA01,16,Btl,2407241005,1/7/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006306,BWI-2,GRIY02,QBENA01,50,Kg,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006307,JUBS,MUBA01,QMULS82,10,Roll,0,1/1/1000,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006308,BWI-2,EKAJ01,QJAGU64,400,Pack,1240872,1/2/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006309,BWI-2,EKAJ01,QREGE09,120,Btl,2589Q01604,1/1/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006309,BWI-2,EKAJ01,QASIA01,100,Btl,027,1/2/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006310,MD-2,PELI01,QVIRT01,280,Btl,CBT4JS2115,1/10/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006310,MD-2,PELI01,QVIRT01,2000,Btl,CBT4JS2115,1/10/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006310,MD-2,PELI01,QVIRT01,2720,Btl,CBT4JS2115,1/10/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006311,SBY,GUNA02,QSAAF01,80,Pack,2FVYMAC7509,1/8/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006312,PROB,DELI01,QBAME03,20,Btl,23123401,1/3/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006313,JLS,PUTR08,QPLEN02,2,Pack,SRG4FW1103,1/6/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006313,JLS,PUTR08,QPLEN02,48,Pack,SRG4FW1104,1/6/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006313,JLS,PUTR08,QRATG01,30,Pack,2104EE2121,1/5/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006313,JLS,PUTR08,QGIBG03,200,Pack,2503004,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006314,JLS,SAIL01,QPETR02,200,Pack,48120421,1/12/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006315,JBR-1,BIMA04,QABAC04,10,Btl,15122024,1/12/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,B25006315,JBR-1,BIMA04,QABAC03,7,Btl,15122024,1/12/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007813,PROB,SUMB05,QDECI02,1000,Btl,PI41003751,1/3/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007814,KD-1,FAJA24,QMKP01,20,Pack,0,1/5/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007814,KD-1,FAJA24,QPENT02,20,Btl,092302070,1/9/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007814,KD-1,FAJA24,QPOWE01,20,Btl,0,1/10/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007815,SBY,HARA11,QMKP01,500,Pack,0,1/5/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007816,PROB,SOPO01,QAGXA02,40,Btl,20240825,1/9/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007817,BWI-1,MEKA15,QEMAC03,20,Btl,05082024,1/8/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007817,BWI-1,MEKA15,QEMAC05,40,Btl,10022025,1/2/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007818,BWI-2,DURI01,QJAGU81,40,Pack,3250865,1/1/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007819,BWI-2,DURI01,QMAES01,10,Btl,20241129,1/11/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007819,BWI-2,DURI01,QMAES02,20,Btl,20250211,1/2/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007820,SBY,SARI02,QMKP01,40,Pack,0,1/5/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007820,SBY,SARI02,QGAND02,24,Pack,1529,1/5/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007820,SBY,SARI02,QABOJ02,40,Pack,ADV2550070325SI,1/3/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007821,KD-2,KONC03,QQIUV14,40,Pack,902202502,1/2/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007821,KD-2,KONC03,QQIUV12,20,Pack,1102202519,1/2/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007821,KD-2,KONC03,QKALI05,100,Btl,20373Y1018,1/7/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007821,KD-2,KONC03,QKALI03,80,Btl,20362U8040,1/1/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007822,KD-2,USAH06,QJAPR06,240,Btl,1018314P1,1/5/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007822,KD-2,USAH06,QJAPR06,60,Btl,10183121,1/9/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007823,PROB,SUMB05,QKNO303,30,Pack,0,1/12/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007823,PROB,SUMB05,QANTR03,40,Pack,PI21001759,1/4/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007823,PROB,SUMB05,QANTR02,20,Pack,PI24000611,1/4/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007823,PROB,SUMB05,QGAND02,120,Pack,1529,1/5/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007823,PROB,SUMB05,QKUPR02,40,Btl,2505012,1/5/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007824,SBY,GILA02,QNATI03,1600,Pack,PI23000892,1/4/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007824,SBY,GILA02,QNATI03,17920,Pack,PI23000893,1/5/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007825,BLI-1,KARY03,QMANZ01,380,Pack,2CW5MZW0006,1/3/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007825,BLI-1,KARY03,QMANZ01,630,Pack,2CW5MZW066,1/4/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007825,BLI-1,KARY03,QMANZ01,2510,Pack,2CW5MZW0068,1/4/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007826,PROB,TANI224,QMAES01,10,Btl,20241129,1/11/2029,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007826,PROB,TANI224,QMAES02,20,Btl,20250211,1/2/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007827,JLS,AGUS06,QSINE02,40,Btl,2502001,1/2/2030,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007828,JUBS,FAST07,QTIMU29,50,Pack,271052574,21/11/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007829,BLI-2,LABA01,QMATA04,40,Btl,JAK4A04002,1/1/2026,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007829,BLI-2,LABA01,QSCOR03,100,Btl,JAK5C19020,1/3/2027,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007829,BLI-2,LABA01,QBAME04,50,Btl,26113401,1/2/2028,1,1,1,"2025-05-27 12:00:06"
27/5/2025,D25007829,BLI-2,LABA01,QATON07,30,Btl,04110228525,1/4/2030,1,1,1,"2025-05-27 12:00:06"
