tgl_transaksi,kd_faktur_lpb,kd_barang,nama_barang,exp_date,qty,lpb_note,input_at,lpb_status
20/2/2026,26000351A,CBABL01,"Bablass 490 SL 4 X 5 ltr + 5 pack Metsul 5 gr",1/1/2031,160,"DO/0001/0226/0105 SHIP TO KALSEL",14/03/2026,1
21/2/2026,26000352,QCABR01,"Cabrio 250 EC 24 X 250 ml",1/6/2030,4800,6215822770,14/03/2026,1
21/2/2026,26000353,QCABR02,"Cabrio 250 EC 48 X 100 ml",1/6/2030,4704,6215822771,14/03/2026,1
21/2/2026,26000353,QCABR02,"Cabrio 250 EC 48 X 100 ml",1/6/2030,2304,6215822771,14/03/2026,1
21/2/2026,26000353,QCABR02,"Cabrio 250 EC 48 X 100 ml",1/6/2030,192,6215822771,14/03/2026,1
21/2/2026,26000354,QCABR02,"Cabrio 250 EC 48 X 100 ml",1/6/2030,9600,6215822772,14/03/2026,1
21/2/2026,26000355,QORIO01,"Orion 50 WP 50 X 200 gr",1/1/2028,500,9562115992,14/03/2026,1
21/2/2026,26000355,QVICT02,"Victory 80 WP 20 X 1 kg",1/2/2028,700,9562115992,14/03/2026,1
21/2/2026,26000355,QVICT02,"Victory 80 WP 20 X 1 kg",1/2/2028,2040,9562115992,14/03/2026,1
20/2/2026,26000356,QULAT01,"UlatMat 50 X 100 ml",1/11/2029,2750,SCI/DO/2026-II/0011,14/03/2026,1
21/2/2026,26000357,QPUPU04,"Pupuk Fosfat 50 kg MPS*",1/2/2028,200,002/SJ-MPS/BGH/II/26,14/03/2026,1
21/2/2026,26000358,QOPTI03,"Optimus 200 SL 20 X 1 ltr",1/12/2030,500,9562115993,14/03/2026,1
21/2/2026,26000358,QSAMI01,"Samite 135 EC 50 X 250 ml",1/2/2031,250,9562115993,14/03/2026,1
21/2/2026,26000358,QSAMI02,"Samite 135 EC 50 X 100 ml",1/2/2031,250,9562115993,14/03/2026,1
21/2/2026,26000358,QVICT03,"Victory 75 WP 20 X 1 kg",1/2/2028,3540,9562115993,14/03/2026,1
21/2/2026,26000358,QVICT03,"Victory 75 WP 20 X 1 kg",1/2/2028,160,9562115993,14/03/2026,1
21/2/2026,26000358,QTRIS01,"Trisula 450 SL 20 X 500 ml",1/10/2030,120,9562115993,14/03/2026,1
21/2/2026,26000358,QTRIS01,"Trisula 450 SL 20 X 500 ml",1/12/2030,80,9562115993,14/03/2026,1
21/2/2026,26000359,QCOPC03,"Copcide 77 WP 40 X 400 gr",1/2/2028,680,9562115994,14/03/2026,1
21/2/2026,26000359,QCOPC02,"Copcide 77 WP 20 X 1 kg",1/1/2028,1100,9562115994,14/03/2026,1
21/2/2026,26000359,QCOPC03,"Copcide 77 WP 40 X 400 gr",1/2/2028,5080,9562115994,14/03/2026,1
21/2/2026,26000360,QCOPC03,"Copcide 77 WP 40 X 400 gr",1/2/2028,240,9562116023,14/03/2026,1
21/2/2026,26000361,QGARE01,"GA Recovery 20 X 500 ml*",1/12/2028,200,KKI/26/0586,14/03/2026,1
21/2/2026,26000361,QGARE01,"GA Recovery 20 X 500 ml*",1/1/2029,200,KKI/26/0586,14/03/2026,1
21/2/2026,26000362,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/1/1000,12000,"25/26-000894-03 SHIP TO FAJAR TANI",14/03/2026,1
21/2/2026,26000363,CBENU02,"Ben Up 480 SL 4 X 5 ltr + 5 Pack Metaben 20 WG-5gr",1/1/2031,400,"DO.2026.01.00055 SHIP TO KALSEL",14/03/2026,1
21/2/2026,26000363,CBENU03,"Ben Up 480 SL 20 ltr + 20 Pack Metaben 20 WG-5gr",1/1/2031,150,"DO.2026.01.00055 SHIP TO KALSEL",14/03/2026,1
23/2/2026,26000364,QBAST03,"Bastnate 200 SL 12 X 1 ltr*",1/1/2031,6000,8000135482,14/03/2026,1
23/2/2026,26000365,QMETA07,"Metalik 15 X 500 ml",1/2/2031,1500,SJ.012/OMA/II/2026,14/03/2026,1
23/2/2026,26000366,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/2/2031,12000,25/26-000900-03,14/03/2026,1
23/2/2026,26000367,QACRO03,"Acrobat 50 WP 20 X 6 X 40 gr",1/7/2028,6960,6215824513,14/03/2026,1
23/2/2026,26000367,QACRO03,"Acrobat 50 WP 20 X 6 X 40 gr",1/7/2028,11040,6215824513,14/03/2026,1
23/2/2026,26000368,QREGE03,"Regent 50 SC Red 80 X 50 ml",1/12/2027,8000,6215824502,14/03/2026,1
23/2/2026,26000369,QINSU01,"Insure Max 510 FS 2 X 50 X 25 ml",1/9/2030,20000,6215824406,14/03/2026,1
23/2/2026,26000370,QREGE09,"Regent 50 SC Red 24 X 250 ml",1/12/2027,6000,6215824550,14/03/2026,1
23/2/2026,26000371,QREGE09,"Regent 50 SC Red 24 X 250 ml",1/12/2027,6000,6215824546,14/03/2026,1
23/2/2026,26000372,QREGE02,"Regent 50 SC Red 48 X 100 ml",1/1/2028,12000,6215824541,14/03/2026,1
23/2/2026,26000373,QREGE02,"Regent 50 SC Red 48 X 100 ml",1/1/2028,12000,6215824539,14/03/2026,1
23/2/2026,26000374,QACRO01,"Acrobat 50 WP 16 X 20 X 10 gr",1/7/2028,24000,6215824510,14/03/2026,1
23/2/2026,26000375,QMULS20,"Mulsa Karisma 50 cm / 20 kg (Roll)",1/1/1000,150,SJ/26/II/00100,14/03/2026,1
23/2/2026,26000375,QMULS21,"Mulsa Karisma 60 cm / 20 kg (Roll)",1/1/1000,175,SJ/26/II/00100,14/03/2026,1
23/2/2026,26000375,QMULS22,"Mulsa Karisma 60 cm / 10 kg (Roll)",1/1/1000,100,SJ/26/II/00100,14/03/2026,1
23/2/2026,26000375,QMULS24,"Mulsa Karisma 50 cm / 10 kg (Roll)",1/1/1000,50,SJ/26/II/00100,14/03/2026,1
23/2/2026,26000376,QKUPR02,"Kuproxat 345 SC 40 X 200 ml",1/2/2031,8400,"25/26 002189 -02",14/03/2026,1
23/2/2026,26000377,QKUPR02,"Kuproxat 345 SC 40 X 200 ml",1/2/2031,120,"25/26 002188 -02",14/03/2026,1
23/2/2026,26000378,QKUPR01,"Kuproxat 345 SC 20 X 500 ml",1/2/2031,4200,"25/26 002193 -02",14/03/2026,1
23/2/2026,26000379,QPLEN01,"Plenum 50 WG 50 X 100 gr",1/12/2027,20000,1810700820,14/03/2026,1
23/2/2026,26000380,QPLEN01,"Plenum 50 WG 50 X 100 gr",1/12/2027,1600,1810702030,14/03/2026,1
23/2/2026,26000380,QPLEN01,"Plenum 50 WG 50 X 100 gr",1/12/2027,10200,1810702030,14/03/2026,1
23/2/2026,26000380,QPLEN01,"Plenum 50 WG 50 X 100 gr",1/12/2027,3200,1810702030,14/03/2026,1
23/2/2026,26000381,QPLEN01,"Plenum 50 WG 50 X 100 gr",1/12/2027,6750,1810700820,14/03/2026,1
23/2/2026,26000382,QAGRI07,"Agrimec 18 EC 40 X 250 ml",1/12/2027,760,1810718135,14/03/2026,1
23/2/2026,26000382,QAGRI07,"Agrimec 18 EC 40 X 250 ml",1/12/2027,3240,1810718135,14/03/2026,1
23/2/2026,26000383,QBION01,"Bion M 1/48 WP 20 X 500 gr",1/11/2027,320,1810700807,14/03/2026,1
23/2/2026,26000383,QBION01,"Bion M 1/48 WP 20 X 500 gr",1/11/2027,1080,1810700807,14/03/2026,1
23/2/2026,26000383,QBION01,"Bion M 1/48 WP 20 X 500 gr",1/11/2027,3600,1810700807,14/03/2026,1
23/2/2026,26000384,QORON01,"Orondis Opti 6/400 SC 20 X 500 ml",1/9/2030,1600,1810694474,14/03/2026,1
23/2/2026,26000385,QKUPR02,"Kuproxat 345 SC 40 X 200 ml",1/2/2031,3240,"25/26 002190 -02",14/03/2026,1
24/2/2026,26000386,QCALC02,"Calcium 99 20 X 1 kg*",1/2/2031,2000,17.002.2026,14/03/2026,1
24/2/2026,26000386,QDEWA01,"Dewa Dewi 15 X 1 ltr*",1/2/2031,1500,17.002.2026,14/03/2026,1
24/2/2026,26000386,QHARA01,"Hara Garuda 20 X 1 kg*",1/2/2031,1000,17.002.2026,14/03/2026,1
24/2/2026,26000386,QMANO02,"Manohara PPC 15 X 1 ltr",1/2/2031,150,17.002.2026,14/03/2026,1
24/2/2026,26000386,QMANO03,"Manohara Buah 15 X 1 ltr",1/2/2031,300,17.002.2026,14/03/2026,1
24/2/2026,26000386,QMANO04,"Manohara Buah 20 X 500 ml",1/2/2031,400,17.002.2026,14/03/2026,1
24/2/2026,26000387,QSPRA51,"Sprayer Gendong Elektrik DGW Knapsack 16 ltr",1/1/1000,157,SO/SAS/2026/0222,14/03/2026,1
24/2/2026,26000387,QSPRA52,"Sprayer Gendong Elektik DGW ECO.02 16 ltr",1/1/1000,263,SO/SAS/2026/0222,14/03/2026,1
24/2/2026,26000388,QSPRA39,"Sprayer Ultra Elektrik New 16 ltr Type 3",1/1/1000,100,"226 DO 0425 TA",14/03/2026,1
24/2/2026,26000388,QSPRA44,"Sprayer Elektrik Joeragan Tipe 3 16 L Battery ",1/1/1000,100,"226 DO 0425 TA",14/03/2026,1
24/2/2026,26000388,QSPRA47,"Sprayer Ultra Elektrik New 16 ltr Type 4",1/1/1000,100,"226 DO 0425 TA",14/03/2026,1
24/2/2026,26000389,QMANO01,"Manohara 20 X 1 kg*",1/2/2031,5400,16.02.2026,14/03/2026,1
24/2/2026,26000389,QYOUS01,"You Stick 15 X 1 ltr*",1/2/2031,375,16.02.2026,14/03/2026,1
24/2/2026,26000390,QMULS84,"Mulsa Karisma Q989 50 cm X 17 kg (Roll)*",1/1/1000,100,DO2603001828,14/03/2026,1
24/2/2026,26000390,QMULS85,"Mulsa Karisma Q989 60 cm X 17 kg (Roll)*",1/1/1000,200,DO2603001828,14/03/2026,1
24/2/2026,26000390,QMULS86,"Mulsa Karisma Q989 60 cm X 8 kg (Roll)*",1/1/1000,150,DO2603001828,14/03/2026,1
24/2/2026,26000390,QMULS89,"Mulsa Karisma Q989 50 cm X 8 kg (Roll)*",1/1/1000,100,DO2603001828,14/03/2026,1
24/2/2026,26000391,QBEST07,"Bestani OK 300 SL 20 X 1 ltr",1/2/2031,1120,SJR/0226/0124,14/03/2026,1
24/2/2026,26000391A,QGRAN04,"Grandally 25 WP 5 gr",1/1/1000,3320,SJR/0226/0124,14/03/2026,1
24/2/2026,26000391A,QPASS01,"Passxone 276 SL 20 X 1 ltr*",1/1/2031,2200,SJR/0226/0124,14/03/2026,1
24/2/2026,26000392,QDEKT02,"Dektin 30 WG 50 X 50 gr*",1/9/2028,250,KLT.FM-MKT.8.6.-03,14/03/2026,1
25/2/2026,26000393,QBAME01,"Bamex 18 EC 100 X 50 ml (M2U)",1/1/2029,4200,2602030,14/03/2026,1
25/2/2026,26000393,QBAME03,"Bamex 18 EC 20 X 200 ml (M2U)",1/1/2029,480,2602030,14/03/2026,1
25/2/2026,26000393,QBAME04,"Bamex 18 EC 50 X 100 ml (M2U)",1/1/2029,550,2602030,14/03/2026,1
25/2/2026,26000393,QBAME03,"Bamex 18 EC 20 X 200 ml (M2U)",1/1/2029,20,2602030,14/03/2026,1
25/2/2026,26000393,QBAME01,"Bamex 18 EC 100 X 50 ml (M2U)",1/1/2029,300,2602030,14/03/2026,1
25/2/2026,26000393,QBAME04,"Bamex 18 EC 50 X 100 ml (M2U)",1/1/2029,600,2602030,14/03/2026,1
25/2/2026,26000393A,QSARU03,"Sarung Tanwin",1/1/1000,440,2602030,14/03/2026,1
25/2/2026,26000394,QBAME03,"Bamex 18 EC 20 X 200 ml (M2U)",1/1/2029,500,2602031,14/03/2026,1
25/2/2026,26000394,QBAME01,"Bamex 18 EC 100 X 50 ml (M2U)",1/2/2029,2300,2602031,14/03/2026,1
25/2/2026,26000394,QBAME04,"Bamex 18 EC 50 X 100 ml (M2U)",1/2/2029,1250,2602031,14/03/2026,1
25/2/2026,26000394,QBAME01,"Bamex 18 EC 100 X 50 ml (M2U)",1/2/2029,200,2602031,14/03/2026,1
25/2/2026,26000394A,QSARU03,"Sarung Tanwin",1/1/1000,260,2602031,14/03/2026,1
25/2/2026,26000395k,QACTI05,"Activation 20 X 500 ml*",1/2/2029,840,000260/02/DO-RitelPest/26,14/03/2026,1
25/2/2026,26000395k,QACTI06,"Activation 20 X 1 ltr*",1/2/2029,840,000260/02/DO-RitelPest/26,14/03/2026,1
25/2/2026,26000396,QALFA04,"Alfatox 50 EC 50 X 80 ml*",1/2/2031,7400,SJAGM2602025,14/03/2026,1
25/2/2026,26000397,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/2/2031,12000,25/26-000912-03,14/03/2026,1
25/2/2026,26000398,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,1800,DO/0001/0226/0844,14/03/2026,1
25/2/2026,26000398,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,800,DO/0001/0226/0844,14/03/2026,1
25/2/2026,26000398,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,2400,DO/0001/0226/0844,14/03/2026,1
25/2/2026,26000399,QMACE01,"Macerio 52 WP 20 X 500 gr",1/12/2030,2000,"047/JAI/MJS/II/2026 SHIP TO UNGGUL JAYA",14/03/2026,1
25/2/2026,26000400,QALAT15,"Alat Tanam Jagung 1 Output Satagro MTB-006 6 X 1 pcs",1/1/1000,600,SJ,14/03/2026,1
24/2/2026,26000401,QMACE01,"Macerio 52 WP 20 X 500 gr",1/12/2030,2000,"059/JAI/MJS/II/2026 SHIP TO SUMBER MAKMUR",14/03/2026,1
26/2/2026,26000402,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,14400,SJ26020033,14/03/2026,1
26/2/2026,26000402,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,200,SJ26020033,14/03/2026,1
26/2/2026,26000402,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,2800,SJ26020033,14/03/2026,1
26/2/2026,26000402,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,400,SJ26020033,14/03/2026,1
26/2/2026,26000402,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,14400,SJ26020033,14/03/2026,1
26/2/2026,26000403,QBMJ01,"BM Jamurlang 300 EC 40 X 250 ml*",1/2/2031,2480,802009996,14/03/2026,1
26/2/2026,26000404,QAMPA01,"Ampang 240 SL 20 X 1 ltr*",1/2/2031,2500,SJR/0226/0141,14/03/2026,1
26/2/2026,26000404,QAMPA03,"Ampang 240 SL 4 X 5 ltr*",1/2/2031,200,SJR/0226/0141,14/03/2026,1
26/2/2026,26000404A,QPASS01,"Passxone 276 SL 20 X 1 ltr*",1/1/2031,440,SJR/0226/0141,14/03/2026,1
26/2/2026,26000404A,QPASS01,"Passxone 276 SL 20 X 1 ltr*",1/1/2031,560,SJR/0226/0141,14/03/2026,1
26/2/2026,26000404B,QBEST07,"Bestani OK 300 SL 20 X 1 ltr",1/2/2031,500,SJR/0226/0141,14/03/2026,1
26/2/2026,26000404C,QGRAN04,"Grandally 25 WP 5 gr",1/1/1000,500,SJR/0226/0141,14/03/2026,1
26/2/2026,26000404D,QGRAN04,"Grandally 25 WP 5 gr",1/1/1000,3000,SJR/0226/0141,14/03/2026,1
26/2/2026,26000404E,QGRAN04,"Grandally 25 WP 5 gr",1/1/1000,500,SJR/0226/0141,14/03/2026,1
26/2/2026,26000405,QUPRI02,"Uprise 20 X 250 ml*",1/1/2029,2200,1502,14/03/2026,1
26/2/2026,26000405A,QUPRI01,"Uprise 50 X 100 ml*",1/12/2028,5200,1502,14/03/2026,1
26/2/2026,26000406,QTHRO03,"Throne 250 EC 20 X 500 ml",1/2/2030,650,SH02A-260200047,14/03/2026,1
26/2/2026,26000407,QTHRO02,"Throne 250 EC 20 X 250 ml",1/1/2030,860,SH02A-260200059,14/03/2026,1
26/2/2026,26000407,QTHRO03,"Throne 250 EC 20 X 500 ml",1/2/2030,630,SH02A-260200059,14/03/2026,1
26/2/2026,26000408,QBLAS01,"Blast 200 SC 20 X 500 ml",1/1/2030,20,SH02A-260200073,14/03/2026,1
26/2/2026,26000408,QBLAS01,"Blast 200 SC 20 X 500 ml",1/12/2029,500,SH02A-260200073,14/03/2026,1
26/2/2026,26000408,QBLAS01,"Blast 200 SC 20 X 500 ml",1/12/2029,40,SH02A-260200073,14/03/2026,1
26/2/2026,26000408,QBLAS01,"Blast 200 SC 20 X 500 ml",1/12/2029,40,SH02A-260200073,14/03/2026,1
26/2/2026,26000409,QBLAS01,"Blast 200 SC 20 X 500 ml",1/12/2029,3360,SH02A-260200060,14/03/2026,1
26/2/2026,26000409,QMOSP02,"Mospilan 30 EC 20 X 400 ml",1/9/2028,820,SH02A-260200060,14/03/2026,1
26/2/2026,26000409,QMOSP02,"Mospilan 30 EC 20 X 400 ml",1/7/2029,180,SH02A-260200060,14/03/2026,1
26/2/2026,26000410,QALGO01,"Algojo 200/10/15 OD 20 X 500 ml",1/1/2030,2660,SH02A-260200058,14/03/2026,1
26/2/2026,26000411,QRAMB01,"Rambo Gold 480 SL 20 X 1 ltr",1/10/2030,100,26-00005576,14/03/2026,1
26/2/2026,26000411,QRAMB06,"Rambo Peak 550 SL 20 X 1 ltr",1/8/2030,100,26-00005576,14/03/2026,1
26/2/2026,26000412,QDECI01,"Decis 25 EC 100 X 100 ml",1/1/2030,6200,6128066736,14/03/2026,1
26/2/2026,26000412,QDECI05,"Decis 25 EC 40 X 250 ml",1/1/2030,3600,6128066736,14/03/2026,1
26/2/2026,26000412,QDECI05,"Decis 25 EC 40 X 250 ml",1/1/2030,8400,6128066736,14/03/2026,1
26/2/2026,26000412,QDECI03,"Decis 25 EC 20 X 500 ml",1/1/2030,1240,6128066736,14/03/2026,1
26/2/2026,26000412,QDECI03,"Decis 25 EC 20 X 500 ml",1/1/2030,2760,6128066736,14/03/2026,1
26/2/2026,26000412,QDECI02,"Decis 25 EC 100 X 50 ml",1/1/2030,23200,6128066736,14/03/2026,1
26/2/2026,26000412,QDECI02,"Decis 25 EC 100 X 50 ml",1/1/2030,10000,6128066736,14/03/2026,1
26/2/2026,26000413,QDECI02,"Decis 25 EC 100 X 50 ml",1/2/2030,4800,6128067344,14/03/2026,1
26/2/2026,26000414,QPREV04,"Previcur N 722SL 20 X 500 ml",1/2/2029,2780,6128067618,14/03/2026,1
26/2/2026,26000414,QBAYC01,"Baycarb 500 EC 20 X 500 ml",1/8/2027,500,6128067618,14/03/2026,1
26/2/2026,26000415,QCONF02,"Confidor 200 SL 100 X 60 ml",1/1/2030,2500,6128067573,14/03/2026,1
26/2/2026,26000416,QCABR02,"Cabrio 250 EC 48 X 100 ml",1/6/2030,8400,6215832824,14/03/2026,1
26/2/2026,26000417,QCABR02,"Cabrio 250 EC 48 X 100 ml",1/6/2030,8400,6215832811,14/03/2026,1
26/2/2026,26000418,QCABR01,"Cabrio 250 EC 24 X 250 ml",1/6/2030,3600,6215832836,14/03/2026,1
26/2/2026,26000419,QCABR01,"Cabrio 250 EC 24 X 250 ml",1/6/2030,4800,6215832803,14/03/2026,1
26/2/2026,26000420,QCABR01,"Cabrio 250 EC 24 X 250 ml",1/6/2030,1440,6215832834,14/03/2026,1
26/2/2026,26000420,QCABR01,"Cabrio 250 EC 24 X 250 ml",1/6/2030,3360,6215832834,14/03/2026,1
26/2/2026,26000421,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,340,DO/0001/0226/0845,14/03/2026,1
26/2/2026,26000421,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,1700,DO/0001/0226/0845,14/03/2026,1
26/2/2026,26000421,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,460,DO/0001/0226/0845,14/03/2026,1
26/2/2026,26000421,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,2500,DO/0001/0226/0845,14/03/2026,1
27/2/2026,26000422,QSARU03,"Sarung Tanwin",1/1/1000,90,2602048,14/03/2026,1
26/2/2026,26000423,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/1/1000,12000,"25/26-000924-03 SHIP TO KENCANA TANI",14/03/2026,1
27/2/2026,26000424,QBAYC01,"Baycarb 500 EC 20 X 500 ml",1/8/2027,6000,6128067677,14/03/2026,1
27/2/2026,26000425,QBAYC01,"Baycarb 500 EC 20 X 500 ml",1/8/2027,1200,6128067676,14/03/2026,1
27/2/2026,26000425,QBAYC01,"Baycarb 500 EC 20 X 500 ml",1/8/2027,800,6128067676,14/03/2026,1
27/2/2026,26000426,QNATI02,"Nativo 75 WG 100 X 50 gr",1/2/2029,20000,6128067692,14/03/2026,1
27/2/2026,26000427,QBLUE01,"Bluezeb 80 WP 20 X 1 kg*",1/2/2029,3000,8924850208,14/03/2026,1
27/2/2026,26000428,QSELT01,"Seltima 100 CS 20 X 500 ml",1/7/2028,1700,6215838871,14/03/2026,1
27/2/2026,26000428,QSELT01,"Seltima 100 CS 20 X 500 ml",1/7/2028,3300,6215838871,14/03/2026,1
27/2/2026,26000429,QSELT01,"Seltima 100 CS 20 X 500 ml",1/7/2028,5000,6215838878,14/03/2026,1
27/2/2026,26000430,QSELT01,"Seltima 100 CS 20 X 500 ml",1/7/2028,2800,6215839437,14/03/2026,1
26/2/2026,26000431,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/1/1000,12000,"25/26-000911-03 SHIP TO RIZKY JAYA",14/03/2026,1
27/2/2026,26000432,QBLAS01,"Blast 200 SC 20 X 500 ml",1/1/1000,3600,"SH02A-260200086 SHIP TO RIZKY JAYA",14/03/2026,1
27/2/2026,26000432,QBLAS02,"Blast 200 SC 48 X 100 ml",1/1/1000,4944,"SH02A-260200086 SHIP TO RIZKY JAYA",14/03/2026,1
27/2/2026,26000433,QSARU03,"Sarung Tanwin",1/1/1000,2,LOG/C5/II/26/018,14/03/2026,1
27/2/2026,26000434,QSPRA47,"Sprayer Ultra Elektrik New 16 ltr Type 4",1/1/1000,100,"226 DO 0447 TA",14/03/2026,1
27/2/2026,26000435,QTANG12,"Tangki Yoto 15 X 2 ltr",1/1/1000,1800,12600066,14/03/2026,1
27/2/2026,26000435A,QTANG08,"Tangki Yoto 6 X 5 ltr",1/1/1000,546,12600066,14/03/2026,1
27/2/2026,26000435B,QTANG51,"Tangki Dragon Star 16 ltr baterai (Hijau)*",1/1/1000,20,12600066,14/03/2026,1
28/2/2026,26000436,QEROS02,"Eros Gold 0.75/30 DF 40 X 250 gr",1/1/1000,20000,"SJ SHIP TO ABI TANI",14/03/2026,1
28/2/2026,26000437,QEROS02,"Eros Gold 0.75/30 DF 40 X 250 gr",1/1/1000,11360,"SJ SHIP TO ABI TANI",14/03/2026,1
28/2/2026,26000438,QCURA04,"Curaterr 3 GR 10 X 2 kg",1/1/1000,2650,"192/FNC-SJ/GD JASCO/2/2026/Quota Ship To KEP",14/03/2026,1
28/2/2026,26000439,QEROS02,"Eros Gold 0.75/30 DF 40 X 250 gr",1/1/1000,20000,"8924850369 SHIP TO BERKAH ABADI",14/03/2026,1
28/2/2026,26000440,QMUL09,"Mulsa Ori Universal 0.25 60 cm X 9 kg (Roll)*",1/1/1000,30,KIU/003/II/26,14/03/2026,1
28/2/2026,26000440,QMUL141,"Mulsa Ori Universal 0.25 60 cm X 18 kg (Roll) + Kaos*",1/1/1000,184,KIU/003/II/26,14/03/2026,1
28/2/2026,26000441,QAMOL02,"Amolin 300 EC 40 X 250 ml*",1/1/2030,1520,SJ010443,14/03/2026,1
28/2/2026,26000441,QAGUS02,"Agus 500 SC 40 X 250 ml*",1/1/2029,760,SJ010443,14/03/2026,1
28/2/2026,26000441,QAGUS01,"Agus 500 SC 100 X 100 ml*",1/1/2029,1900,SJ010443,14/03/2026,1
28/2/2026,26000442,QREGE03,"Regent 50 SC Red 80 X 50 ml",1/1/2028,36000,6215833729,14/03/2026,1
28/2/2026,26000443,QREGE03,"Regent 50 SC Red 80 X 50 ml",1/1/2028,36000,6215833719,14/03/2026,1
28/2/2026,26000444,QREGE02,"Regent 50 SC Red 48 X 100 ml",1/1/2028,12000,6215833732,14/03/2026,1
28/2/2026,26000445,QREGE02,"Regent 50 SC Red 48 X 100 ml",1/1/2028,864,6215833731,14/03/2026,1
28/2/2026,26000445,QREGE02,"Regent 50 SC Red 48 X 100 ml",1/1/2028,11136,6215833731,14/03/2026,1
28/2/2026,26000446,QREGE09,"Regent 50 SC Red 24 X 250 ml",1/12/2027,1776,6215833735,14/03/2026,1
28/2/2026,26000446,QREGE09,"Regent 50 SC Red 24 X 250 ml",1/1/2028,4224,6215833735,14/03/2026,1
28/2/2026,26000447,QALIK03,"Alika 247 ZC 50 X 100 ml",1/11/2027,4550,1810705308,14/03/2026,1
28/2/2026,26000448,QALIK03,"Alika 247 ZC 50 X 100 ml",1/11/2027,2950,1810705308,14/03/2026,1
28/2/2026,26000449,QALIK03,"Alika 247 ZC 50 X 100 ml",1/11/2027,7500,1810700807,14/03/2026,1
28/2/2026,26000450,QREGE09,"Regent 50 SC Red 24 X 250 ml",1/12/2027,6000,6215833734,14/03/2026,1
28/2/2026,26000451,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/2/2031,12000,25/26-000919-03,14/03/2026,1
28/2/2026,26000452,QAGIL02,"Agil 100 EC 40 X 250 ml",1/6/2027,4000,1810724405,14/03/2026,1
28/2/2026,26000453,QEROS02,"Eros Gold 0.75/30 DF 40 X 250 gr",1/1/1000,8640,"8924850369 SHIP TO BERKAH ABADI",14/03/2026,1
28/2/2026,26000454,QSCOR02,"Score 250 EC 40 X 250 ml",1/2/2028,4000,1810700813,14/03/2026,1
28/2/2026,26000454,QSCOR02,"Score 250 EC 40 X 250 ml",1/2/2028,8000,1810700813,14/03/2026,1
28/2/2026,26000455,QSCOR02,"Score 250 EC 40 X 250 ml",1/2/2028,1200,1810700813,14/03/2026,1
28/2/2026,26000455,QSCOR02,"Score 250 EC 40 X 250 ml",1/2/2028,6800,1810700813,14/03/2026,1
28/2/2026,26000456,QPLEN01,"Plenum 50 WG 50 X 100 gr",1/10/2027,3250,1810700820,14/03/2026,1
28/2/2026,26000457,QAMIS02,"Amistartop 325 SC 50 X 100 ml",1/9/2028,15000,1810705308,14/03/2026,1
28/2/2026,26000458,QSCOR03,"Score 250 EC 50 X 80 ml",1/2/2028,25000,1810705316,14/03/2026,1
28/2/2026,26000459,QAMIS02,"Amistartop 325 SC 50 X 100 ml",1/9/2028,2150,1810700795,14/03/2026,1
28/2/2026,26000459,QAMIS02,"Amistartop 325 SC 50 X 100 ml",1/9/2028,12850,1810700795,14/03/2026,1
28/2/2026,26000460,QSCOR03,"Score 250 EC 50 X 80 ml",1/12/2027,2800,1810700813,14/03/2026,1
28/2/2026,26000461,QAMIS02,"Amistartop 325 SC 50 X 100 ml",1/9/2028,15000,1810702028,14/03/2026,1
28/2/2026,26000462,CAGRO01,"Agrogibb 40 SL 30 X 15 X 35 ml",1/5/2030,2250,"002344 SHIP TO KALSEL",14/03/2026,1
28/2/2026,26000463,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/2/2031,12000,25/26-000930-03,14/03/2026,1
28/2/2026,26000464,QSPRA47,"Sprayer Ultra Elektrik New 16 ltr Type 4",1/1/1000,300,"226 DO 0449 TA",14/03/2026,1
2/3/2026,26000465,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/2/2031,12000,25/26-000938-03,14/03/2026,1
2/3/2026,26000466,QROUN01,"Round Up 486 SL 12 X 1 ltr",1/2/2031,12000,25/26-000939-03,14/03/2026,1
2/3/2026,26000467,QRUMP01,"Rumpas 110 EW 100 X 100 ml",1/2/2028,40000,6128067806,14/03/2026,1
