tgl_transaksi,kd_faktur_lpb,kd_barang,nama_barang,exp_date,qty,lpb_note,input_at,lpb_status
9/2/2026,26000271,QMATA03,"Matador 25 EC 100 X 80 ml",1/12/2027,500,1810700810,14/03/2026,1
9/2/2026,26000271,QMATA03,"Matador 25 EC 100 X 80 ml",1/12/2027,9300,1810700810,14/03/2026,1
9/2/2026,26000271,QMATA04,"Matador 25 EC 40 X 250 ml",1/12/2027,2000,1810700810,14/03/2026,1
9/2/2026,26000272,QRIDO04,"Ridomil Gold MZ 4/64 WG 20 X 500 gr",1/5/2028,800,1810714109,14/03/2026,1
9/2/2026,26000273,QCUPR01,"Cuprinomat 24 X 500 ml",1/12/2029,936,1810700813,14/03/2026,1
9/2/2026,26000273,QCUPR01,"Cuprinomat 24 X 500 ml",1/12/2029,2928,1810700813,14/03/2026,1
9/2/2026,26000273,QCUPR01,"Cuprinomat 24 X 500 ml",1/12/2029,648,1810700813,14/03/2026,1
9/2/2026,26000273,QCUPR01,"Cuprinomat 24 X 500 ml",1/12/2029,3600,1810700813,14/03/2026,1
9/2/2026,26000273A,QCUPR01,"Cuprinomat 24 X 500 ml",1/1/1000,8112,,14/03/2026,1
9/2/2026,26000274,QCUPR01,"Cuprinomat 24 X 500 ml",1/12/2029,408,1810688718,14/03/2026,1
9/2/2026,26000275,QPLEN02,"Plenum 50 WG 12 X 10 X 25 gr",1/10/2027,48840,1810700820,14/03/2026,1
9/2/2026,26000275,QPLEN02,"Plenum 50 WG 12 X 10 X 25 gr",1/10/2027,23160,1810700820,14/03/2026,1
9/2/2026,26000276,QPLEN02,"Plenum 50 WG 12 X 10 X 25 gr",1/10/2027,12000,1810702030,14/03/2026,1
9/2/2026,26000277,QPEGA01,"Pegasus 500 SC 50 X 80 ml",1/10/2029,10000,1810702023,14/03/2026,1
9/2/2026,26000278,QAGRI07,"Agrimec 18 EC 40 X 250 ml",1/9/2027,40,001/RETURN/II/26,14/03/2026,1
9/2/2026,26000279,CAMCO04,"Amcoxone 276 SL 20 X 1 ltr (Coklat)",15/3/2027,1000,"260101/AMF/I/2026 SHIP TO KALSEL",14/03/2026,1
9/2/2026,26000279,CAMCO01,"Amcoxone 276 SL 20 ltr (Coklat)",28/11/2028,150,"260101/AMF/I/2026 SHIP TO KALSEL",14/03/2026,1
9/2/2026,26000279,CAMCO02,"Amcoxone 276 SL 4 X 5 ltr (Coklat)",22/1/2029,400,"260101/AMF/I/2026 SHIP TO KALSEL",14/03/2026,1
9/2/2026,26000279,CGLUF01,"Glufa 200 SL 20 X 1 ltr",7/1/2030,5000,"260101/AMF/I/2026 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000280,QINSU02,"Insure Max 510 FS 200 ltr",1/9/2030,1,6215797065,14/03/2026,1
10/2/2026,26000280A,QINSU02,"Insure Max 510 FS 200 ltr",1/1/1000,1,,14/03/2026,1
10/2/2026,26000281,QCHIE02,"Chief 480 SL 4 X 5 ltr*",1/1/2031,40,016/AIC/MJS/II/2026,14/03/2026,1
10/2/2026,26000282,QMACE01,"Macerio 52 WP 20 X 500 gr",1/11/2030,2100,019/JAI/MJS/II/2026,14/03/2026,1
10/2/2026,26000283,QMETI01,"Metindo 40 SP 10 X 10 X 100 gr",1/1/2031,5700,SJ26010226,14/03/2026,1
10/2/2026,26000283,QMETI01,"Metindo 40 SP 10 X 10 X 100 gr",1/12/2030,4800,SJ26010226,14/03/2026,1
10/2/2026,26000283,QMETI01,"Metindo 40 SP 10 X 10 X 100 gr",1/12/2030,9500,SJ26010226,14/03/2026,1
10/2/2026,26000284,QNEOC01,"Neocron 80 OL 20 X 500 ml*",1/11/2030,3840,SJ25110415,14/03/2026,1
10/2/2026,26000284,QNEOC01,"Neocron 80 OL 20 X 500 ml*",1/11/2030,5760,SJ25110415,14/03/2026,1
10/2/2026,26000285,QMAES02,"Maestro 200 EC 20 X 500 ml",1/10/2030,10000,DO-2026-00134,14/03/2026,1
10/2/2026,26000285,QMAES01,"Maestro 200 EC 10 X 1 ltr",1/1/2031,2000,DO-2026-00134,14/03/2026,1
10/2/2026,26000286,QMACE01,"Macerio 52 WP 20 X 500 gr",1/11/2030,3900,018/JAI/MJS/II/2026,14/03/2026,1
10/2/2026,26000287,QSANG04,"Sangit 50 EC 20 X 1 ltr",1/11/2030,400,SGI-26020019,14/03/2026,1
10/2/2026,26000287,QSANG04,"Sangit 50 EC 20 X 1 ltr",1/5/2030,500,SGI-26020019,14/03/2026,1
10/2/2026,26000287,QSANG04,"Sangit 50 EC 20 X 1 ltr",1/8/2030,100,SGI-26020019,14/03/2026,1
10/2/2026,26000288,QMETA11,"Metachlor 550/100 EC 25 X 400 ml*",1/11/2030,2500,SGI-26020021,14/03/2026,1
10/2/2026,26000289,QREAC06,"ReAktif 490 SL 4 X 5 ltr",1/10/2030,200,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QREAC02,"ReAktif 490 SL 20 X 1 ltr",1/11/2030,2000,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QREAC01,"ReAktif 490 SL 20 ltr",1/11/2030,100,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QASTA05,"Astana 60 WP 50 X 100 gr*",1/12/2030,1250,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QMETA12,"Metachlor 550/100 EC 100 X 100 ml*",1/12/2030,10000,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QMONE01,"Money 865 SL 20 X 400 ml*",1/10/2030,800,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QREAC02,"ReAktif 490 SL 20 X 1 ltr",1/10/2030,1000,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QHEXA07,"Hexacar 50/50 SC 25 X 500 ml*",1/1/2031,1250,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QACEO02,"Ace-One 75 SP 25 X 400 gr*",1/1/2031,1975,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QACEO04,"Ace-One 75 SP 50 X 100 gr*",1/11/2030,2500,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QPROG02,"Progressive 50 SC 50 X 100 ml*",1/11/2030,1250,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QHEXA04,"Hexacar 50/50 SC 20 X 1 ltr*",1/11/2030,2000,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QMETA11,"Metachlor 550/100 EC 25 X 400 ml*",1/11/2030,3750,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QACEO02,"Ace-One 75 SP 25 X 400 gr*",1/4/2030,525,SGI-26020020,14/03/2026,1
10/2/2026,26000289,QMONE06,"Money 865 SL 20 X 1 ltr*",1/4/2030,700,SGI-26020020,14/03/2026,1
11/2/2026,26000290,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,5000,DO/0001/0226/0298,14/03/2026,1
11/2/2026,26000291,QBENA03,"Benabel Plus 120/35 SC 48 X 250 ml",1/12/2030,1200,8000133497,14/03/2026,1
11/2/2026,26000291,QBENA02,"Benabel Plus 120/35 SC 64 X 100 ml",1/12/2030,640,8000133497,14/03/2026,1
11/2/2026,26000292,QAMAB01,"Amabas 500 EC 16 X 1 ltr*",1/2/2031,32,DO/0001/0226/0336,14/03/2026,1
11/2/2026,26000292,QKRES01,"Kresnadan 3G 10 X 2 kg",1/2/2031,500,DO/0001/0226/0336,14/03/2026,1
11/2/2026,26000292,QGIBA02,"Gibas 240 SL 4 X 5 ltr*",1/2/2031,24,DO/0001/0226/0336,14/03/2026,1
11/2/2026,26000292,QKRES05,"Kresnatop 500 SC 4 X 5 ltr",1/2/2031,160,DO/0001/0226/0336,14/03/2026,1
11/2/2026,26000292,QQIUM06,"Qiumex 36 EC 40 X 250 ml*",1/2/2031,1000,DO/0001/0226/0336,14/03/2026,1
11/2/2026,26000293,QAMAB01,"Amabas 500 EC 16 X 1 ltr*",1/2/2031,720,DO/0001/0226/0335,14/03/2026,1
11/2/2026,26000294,QNOVL01,"Novlect 100/20 EC 20 X 500 ml",1/12/2028,8800,80967840,14/03/2026,1
11/2/2026,26000294,QNOVL01,"Novlect 100/20 EC 20 X 500 ml",1/1/2029,1500,80967840,14/03/2026,1
10/2/2026,26000295,CPOLY06,"Polybag 15/30 X 30 cm",1/1/1000,1500,"079/SJ/SBP-KARA-26 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000295,CPOLY13,"Polybag 12.5/25 X 30 cm",1/1/1000,225,"079/SJ/SBP-KARA-26 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000295,CPOLY02,"Polybag 7.5/15 X 15 cm",1/1/1000,500,"079/SJ/SBP-KARA-26 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000295,CPOLY14,"Polybag 15/30 X 40 cm",1/1/1000,500,"079/SJ/SBP-KARA-26 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000295A,CPOLY03,"Polybag 10/20 X 25 cm",1/1/1000,25,"079/SJ/SBP-KARA-26 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CBABL04,"Bablass 490 SL 20 X 500 ml + Metsul 5 gr",1/1/2031,1000,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CGEMA02,"Gemaxone 276 SL 20 ltr + 20 pack Metsul 5 gr",1/12/2030,96,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CBABL02,"Bablass 490 SL 20 ltr + 20 pack Metsul 5 gr",1/12/2030,100,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CVIAR01,"Viaron 80 WP 10 X 1 kg",1/1/2031,250,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CBABL03,"Bablass 490 SL 20 X 1 ltr + 1 pack Metsul 5 gr",1/1/2031,800,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CBABL03,"Bablass 490 SL 20 X 1 ltr + 1 pack Metsul 5 gr",1/1/2031,1200,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CBABL01,"Bablass 490 SL 4 X 5 ltr + 5 pack Metsul 5 gr",1/1/2031,84,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CBABL01,"Bablass 490 SL 4 X 5 ltr + 5 pack Metsul 5 gr",1/1/2031,156,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CGEMA02,"Gemaxone 276 SL 20 ltr + 20 pack Metsul 5 gr",1/11/2030,57,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CGEMA03,"Gemaxone 276 SL 20 X 1 ltr + Metsul 5 gr",1/11/2030,880,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CGEMA02,"Gemaxone 276 SL 20 ltr + 20 pack Metsul 5 gr",1/11/2030,22,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CGEMA03,"Gemaxone 276 SL 20 X 1 ltr + Metsul 5 gr",1/12/2030,3120,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
10/2/2026,26000296,CGEMA01,"Gemaxone 276 SL 20 X 500 ml + Metsul 5 gr",1/9/2030,1000,"DO/0001/0126/0788 SHIP TO KALSEL",14/03/2026,1
11/2/2026,26000297,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,5000,DO/0001/0226/0302,14/03/2026,1
12/2/2026,26000298,QMUL103,"Mulsa Ori Gajah 0.3 60 cm X 9 kg (Roll)*",1/1/1000,75,KIU/001/II/26,14/03/2026,1
12/2/2026,26000298,QMUL137,"Mulsa Ori Gajah 0.3 60 cm X 18 kg (Roll) + Kaos*",1/1/1000,100,KIU/001/II/26,14/03/2026,1
12/2/2026,26000298,QMUL136,"Mulsa Ori Gajah 0.3 50 cm X 18 kg (Roll) + Kaos*",1/1/1000,30,KIU/001/II/26,14/03/2026,1
12/2/2026,26000299,QDECI02,"Decis 25 EC 100 X 50 ml",1/2/2030,2000,6128067294,14/03/2026,1
12/2/2026,26000299,QDECI01,"Decis 25 EC 100 X 100 ml",1/2/2030,5000,6128067294,14/03/2026,1
12/2/2026,26000299,QDECI01,"Decis 25 EC 100 X 100 ml",1/2/2030,38800,6128067294,14/03/2026,1
12/2/2026,26000300,QCONF02,"Confidor 200 SL 100 X 60 ml",1/1/2030,2000,6128067213,14/03/2026,1
12/2/2026,26000301,QDECI03,"Decis 25 EC 20 X 500 ml",1/1/2030,1000,6128067345,14/03/2026,1
12/2/2026,26000302,QRICE04,"Ricestar Xtra 89 OD 40 X 250 ml",1/5/2027,4000,6128067258,14/03/2026,1
12/2/2026,26000302,QBELT03,"Belt Expert 480 SC 20 X 250 ml",1/8/2028,500,6128067258,14/03/2026,1
12/2/2026,26000302,QLUNA03,"Luna Smart 250/250 SC 50 X 100 ml",1/11/2027,500,6128067258,14/03/2026,1
12/2/2026,26000302,QSIVA03,"Sivanto Prime 200 SL 50 X 100 ml",1/10/2026,500,6128067258,14/03/2026,1
12/2/2026,26000303,QGOLD01,"Gold Star 250 EC 40 X 250 ml",1/10/2030,320,26-00004205,14/03/2026,1
12/2/2026,26000303,QGOLD01,"Gold Star 250 EC 40 X 250 ml",1/1/2031,3680,26-00004205,14/03/2026,1
12/2/2026,26000304,QNOVL01,"Novlect 100/20 EC 20 X 500 ml",1/1/2029,7940,80967841,14/03/2026,1
12/2/2026,26000304,QNOVL01,"Novlect 100/20 EC 20 X 500 ml",1/1/2029,2360,80967841,14/03/2026,1
13/2/2026,26000305,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/12/2027,26000,SJ26010587,14/03/2026,1
13/2/2026,26000305,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/11/2027,10000,SJ26010587,14/03/2026,1
13/2/2026,26000306,QNEOC01,"Neocron 80 OL 20 X 500 ml*",1/11/2030,4000,SJ25120089,14/03/2026,1
13/2/2026,26000307,QKNO303,"KNO3 Putih P Tani 15 X 2 kg",1/2/2029,3750,S/2601/93596,14/03/2026,1
13/2/2026,26000307,QKNO301,"KNO3 Merah P Tani 15 X 2 kg",1/2/2029,3765,S/2601/93596,14/03/2026,1
13/2/2026,26000308,QMKP01,"MKP 20 X 1 kg",1/1/2029,15600,S/2601/93637,14/03/2026,1
13/2/2026,26000309k,QPUPU18,"Pupuk MagneWish Powder 50 kg",1/1/2027,60,29/SJ/PPIC/II/2026,14/03/2026,1
13/2/2026,26000310k,QPUPU16,"Pupuk MagneWish Powder 10 kg",1/1/2027,300,28/SJ/PPIC/II/2026,14/03/2026,1
13/2/2026,26000311,QGWVI03,"GW Vit B1+B6 100 X 100 ml*",1/7/2031,5500,DO/U/2026/0022,14/03/2026,1
13/2/2026,26000312,QGAND02,"Gandasil B 24 X 500 gr",1/12/2028,12000,014/0226/M,14/03/2026,1
13/2/2026,26000312,QGAND01,"Gandasil B 144 X 100 gr",1/11/2028,36000,014/0226/M,14/03/2026,1
13/2/2026,26000312,QGAND04,"Gandasil D 24 X 500 gr",1/1/2029,12000,014/0226/M,14/03/2026,1
13/2/2026,26000312,QGAND03,"Gandasil D 144 X 100 gr",1/11/2028,108000,014/0226/M,14/03/2026,1
13/2/2026,26000313,QPRIM33,"Prima-Clink 40 X 250 ml*",1/1/2031,1200,8SA2600449,14/03/2026,1
13/2/2026,26000314,QPOWE04,"Powersorb Max 550 SL 20 X 1 ltr",1/1/2031,2000,8SA2600450,14/03/2026,1
13/2/2026,26000315k,QMEGA14,"Megaloman 30 EC 40 X 250 ml*",1/1/2029,1080,DO.2026.02.00002,14/03/2026,1
14/2/2026,26000316k,QMEGA14,"Megaloman 30 EC 40 X 250 ml*",1/1/2029,2000,DO.2026.02.00007,14/03/2026,1
14/2/2026,26000317,QMEXD12,"Mexdone 36 EC 20 X 500 ml (Logo Protego)",1/1/2029,380,"AJL/II/2026/051 SHIP TO FAST",14/03/2026,1
14/2/2026,26000318,QKUPR01,"Kuproxat 345 SC 20 X 500 ml",1/1/2031,6300,"25/26 001989 -02",14/03/2026,1
14/2/2026,26000318,QCHAM02,"Champion 77 WP 14 X 1 kg",1/2/2031,3108,"25/26 001989 -02",14/03/2026,1
14/2/2026,26000319,QCHAM02,"Champion 77 WP 14 X 1 kg",1/2/2031,169,"25/26 001988 -02",14/03/2026,1
14/2/2026,26000320,QGRAN04,"Grandally 25 WP 5 gr",1/1/1000,820,SJR/0226/0078,14/03/2026,1
14/2/2026,26000320,QPASS01,"Passxone 276 SL 20 X 1 ltr*",1/1/2031,200,SJR/0226/0078,14/03/2026,1
14/2/2026,26000320A,QGRAN04,"Grandally 25 WP 5 gr",1/1/1000,2180,SJR/0226/0078,14/03/2026,1
14/2/2026,26000320A,QPASS01,"Passxone 276 SL 20 X 1 ltr*",1/1/2031,2800,SJR/0226/0078,14/03/2026,1
13/2/2026,26000321,CMULS03,"Mulsa HP Karisma Super (Madya) 120 X 18 kg",1/1/1000,2700,"SJ SHIP TO KALSEL",14/03/2026,1
13/2/2026,26000321,CMULS04,"Mulsa HP Karisma Super (Madya) 120 X 9 kg",1/1/1000,450,"SJ SHIP TO KALSEL",14/03/2026,1
13/2/2026,26000321,CMULS05,"Mulsa HP Karisma Super (Madya) 120 x 5.5 kg",1/1/1000,550,"SJ SHIP TO KALSEL",14/03/2026,1
16/2/2026,26000322,QTALI06,"Tali Gawar 989 40 X 600 gr*",1/1/1000,8320,7/II/26,14/03/2026,1
16/2/2026,26000323,QAGUS02,"Agus 500 SC 40 X 250 ml*",1/1/2029,4000,SJ010368,14/03/2026,1
18/2/2026,26000324,QLIDI03,"Liding 240 EC 48 X 200 ml*",1/7/2030,1200,8000134818,14/03/2026,1
18/2/2026,26000324,QLIDI03,"Liding 240 EC 48 X 200 ml*",1/9/2030,3600,8000134818,14/03/2026,1
18/2/2026,26000325,QSPRA47,"Sprayer Ultra Elektrik New 16 ltr Type 4",1/1/1000,100,"266 DO 0389 TA",14/03/2026,1
18/2/2026,26000325,QSPRA39,"Sprayer Ultra Elektrik New 16 ltr Type 3",1/1/1000,100,"266 DO 0389 TA",14/03/2026,1
18/2/2026,26000325,QSPRA44,"Sprayer Elektrik Joeragan Tipe 3 16 L Battery ",1/1/1000,100,"266 DO 0389 TA",14/03/2026,1
18/2/2026,26000326,QSCOR03,"Score 250 EC 50 X 80 ml",1/12/2027,20950,1810700813,14/03/2026,1
18/2/2026,26000326,QSCOR03,"Score 250 EC 50 X 80 ml",1/12/2027,26250,1810700813,14/03/2026,1
18/2/2026,26000327,QAMIS01,"Amistartop 325 SC 100 X 50 ml",1/9/2028,10000,1810702028,14/03/2026,1
18/2/2026,26000328,QCUPR01,"Cuprinomat 24 X 500 ml",1/1/2030,240,1810700813,14/03/2026,1
18/2/2026,26000328,QCUPR01,"Cuprinomat 24 X 500 ml",1/1/2030,3600,1810700813,14/03/2026,1
18/2/2026,26000328,QCUPR01,"Cuprinomat 24 X 500 ml",1/1/2030,2376,1810700813,14/03/2026,1
18/2/2026,26000328,QCUPR01,"Cuprinomat 24 X 500 ml",1/1/2030,3672,1810700813,14/03/2026,1
18/2/2026,26000328,QCUPR01,"Cuprinomat 24 X 500 ml",1/2/2030,2400,1810700813,14/03/2026,1
18/2/2026,26000329,QAMIS01,"Amistartop 325 SC 100 X 50 ml",1/9/2028,20000,1810700795,14/03/2026,1
18/2/2026,26000330,QPEGA01,"Pegasus 500 SC 50 X 80 ml",1/10/2029,10000,1810708461,14/03/2026,1
18/2/2026,26000331,QAGRI07,"Agrimec 18 EC 40 X 250 ml",1/12/2027,11560,1810700798,14/03/2026,1
18/2/2026,26000331,QAGRI07,"Agrimec 18 EC 40 X 250 ml",1/12/2027,4440,1810700798,14/03/2026,1
18/2/2026,26000332,QMATA03,"Matador 25 EC 100 X 80 ml",1/1/2028,2900,1810718135,14/03/2026,1
18/2/2026,26000332,QMATA03,"Matador 25 EC 100 X 80 ml",1/1/2028,7100,1810718135,14/03/2026,1
18/2/2026,26000332,QMATC01,"Match 50 EC 50 X 100 ml",1/6/2027,1500,1810718135,14/03/2026,1
19/2/2026,26000333,QNEOC01,"Neocron 80 OL 20 X 500 ml*",1/11/2030,60,SJ25120161,14/03/2026,1
19/2/2026,26000333,QNEOC01,"Neocron 80 OL 20 X 500 ml*",1/12/2030,5380,SJ25120161,14/03/2026,1
19/2/2026,26000334,QPINA07,"Pinamec 20 EC 20 X 500 ml (Logo Protego)*",1/2/2031,1000,"039/JAI/MJS/II/2026 Ship to FAST",14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/12/2027,1600,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/12/2027,1600,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,6000,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/12/2027,2000,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,2200,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/1/2028,600,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/12/2027,1600,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/12/2027,1600,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/11/2027,2000,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/11/2027,5000,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/11/2027,4000,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/11/2027,1000,SJ26010587,14/03/2026,1
19/2/2026,26000335,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",1/12/2027,1600,SJ26010587,14/03/2026,1
19/2/2026,26000336,QDISP01,"Dispenser Miyako",1/1/1000,1,JL2602-0100088,14/03/2026,1
19/2/2026,26000337,CBENU01,"Ben Up 480 SL 20 X 1 ltr + 1 Pack Metaben 20 WG-5gr",1/1/2031,3000,"DO.2026.01.00048 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000338k,CBASR01,"Basrata 150 SL 20 X 1 ltr",1/12/2030,2000,"0118/02/26 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000339,CMETS03,"Metsulindo 20 WP 20 X 250 gr",1/1/2028,640,"SJ26010458 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000339,CMETS03,"Metsulindo 20 WP 20 X 250 gr",1/12/2027,640,"SJ26010458 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000339,CMETS03,"Metsulindo 20 WP 20 X 250 gr",1/1/2028,640,"SJ26010458 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000339,CMETS03,"Metsulindo 20 WP 20 X 250 gr",1/12/2027,180,"SJ26010458 SHIP TO KALSEL",14/03/2026,1
19/2/2026,26000340,CVIAR02,"Viaron 80 WP 40 X 250 gr",1/1/2031,1000,"DO/0001/0126/0962 SHIP TO KALSEL",14/03/2026,1
19/2/2026,26000340,CGEMA04,"Gemaxone 276 SL 4 X 5 ltr + Metsul 5 gr",1/11/2030,240,"DO/0001/0126/0962 SHIP TO KALSEL",14/03/2026,1
19/2/2026,26000340,CGEMA04,"Gemaxone 276 SL 4 X 5 ltr + Metsul 5 gr",1/11/2030,52,"DO/0001/0126/0962 SHIP TO KALSEL",14/03/2026,1
19/2/2026,26000340,CBABL03,"Bablass 490 SL 20 X 1 ltr + 1 pack Metsul 5 gr",1/1/2031,800,"DO/0001/0126/0962 SHIP TO KALSEL",14/03/2026,1
19/2/2026,26000340,CBABL03,"Bablass 490 SL 20 X 1 ltr + 1 pack Metsul 5 gr",1/1/2031,1200,"DO/0001/0126/0962 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000341k,CTERB03,"Terbas 490 SL 20 ltr",1/2/2031,150,"0030/02/26 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000341k,CTERB01,"Terbas 490 SL 20 X 1 ltr",1/2/2031,4000,"0030/02/26 SHIP TO KALSEL",14/03/2026,1
18/2/2026,26000341k,CTERB02,"Terbas 490 SL 4 X 5 ltr",1/2/2031,800,"0030/02/26 SHIP TO KALSEL",14/03/2026,1
20/2/2026,26000342,QMUL07,"Mulsa Ori Gajah 0.3 70 cm X 9 kg (Roll)*",1/1/1000,25,KIU/002/II/26,14/03/2026,1
20/2/2026,26000342,QMUL137,"Mulsa Ori Gajah 0.3 60 cm X 18 kg (Roll) + Kaos*",1/1/1000,50,KIU/002/II/26,14/03/2026,1
20/2/2026,26000342,QMUL138,"Mulsa Ori Gajah 0.3 70 cm X 18 kg (Roll) + Kaos",1/1/1000,50,KIU/002/II/26,14/03/2026,1
20/2/2026,26000343,QPRIM29,"Prima-Lima 555 SL 20 X 1 ltr + 1 pack Penta-Furon 5 gr",1/2/2031,7000,8SA260051,14/03/2026,1
20/2/2026,26000344,QMACE01,"Macerio 52 WP 20 X 500 gr",1/12/2030,4000,046/JAI/MJS/II/2026,14/03/2026,1
20/2/2026,26000345,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,5000,DO/0001/0226/0652,14/03/2026,1
20/2/2026,26000346,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,3380,DO/0001/0226/0640,14/03/2026,1
20/2/2026,26000346,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",1/2/2031,1620,DO/0001/0226/0640,14/03/2026,1
20/2/2026,26000347,QINSU02,"Insure Max 510 FS 200 ltr",1/9/2030,1,6215819894,14/03/2026,1
20/2/2026,26000348,QGREE03,"Greenforce 12 X 1 ltr*",1/2/2031,612,DO.ABA.KIU.26.02.00026,14/03/2026,1
20/2/2026,26000348A,QGREE05,"Greenforce 20 X 500 ml*",1/2/2031,520,DO.ABA.KIU.26.02.00026,14/03/2026,1
20/2/2026,26000349Ak,QPUPU16,"Pupuk MagneWish Powder 10 kg",1/1/2027,1,41/SJ/PPIC/II/2026,14/03/2026,1
20/2/2026,26000349k,QPUPU16,"Pupuk MagneWish Powder 10 kg",1/1/2027,299,41/SJ/PIC/II/2026,14/03/2026,1
20/2/2026,26000350k,QPUPU18,"Pupuk MagneWish Powder 50 kg",1/1/2027,60,42/SJ/PPIC/II/2026,14/03/2026,1
20/2/2026,26000351,CTOPJ06,"Topjos 300 SL 20 ltr (Coklat) + 20 pack Metsul 5 gr",1/1/2031,25,"DO/0001/0226/0104 SHIP TO KALSEL",14/03/2026,1
20/2/2026,26000351A,CGEMA04,"Gemaxone 276 SL 4 X 5 ltr + Metsul 5 gr",1/1/2031,100,"DO/0001/0226/0105 SHIP TO KALSEL",14/03/2026,1
20/2/2026,26000351A,CGEMA04,"Gemaxone 276 SL 4 X 5 ltr + Metsul 5 gr",1/1/2031,808,"DO/0001/0226/0105 SHIP TO KALSEL",14/03/2026,1
