Kode	Nama	Stock Minimal	Qty All Gudang	Panjang	Lebar	Tinggi	Berat	Unit	Kode Supplier	Supplier	Group1	Group2	Group3	Merkbarang	Bahan Aktif	Fokus	Noindex
="AAMIB07"	Amiboost Generative 20 X 500 ml*	0	0	20	1	1	1	Btl	CHEIL01	Cheil Jedang Indonesia, PT	No Group	No Group	No Group	Amiboost Generative	Asam Amino		8023
="AAMIC01"	Amichlor 400 EC 100 ml	0	11	1	1	1	1	Btl	TRIMA01	Trimarga Nusantara Indonesia, PT	No Group	No Group	No Group	Amichlor 400 EC	Klorfiripos		6411
="AAMIN01"	Aminosong 20 X 500 ml*	300	0	20	1	1	682.5	Btl	AGROG01	Agro Guna Makmur, PT	Pupuk	Pupuk Cair	Aminosong	Aminosong		C	36
="AAMIN04"	Aminosong Mango 500 ml (Sample)	0	4	1	1	1	1	Btl	AGROG01	Agro Guna Makmur, PT	No Group	No Group	No Group	No Group			7598
="AAMIN05"	Aminosong Mango 20 X 500 ml	0	0	1	1	1	1	Pcs			No Group	No Group	No Group	Aminosong			8031
="AAMIS01"	Amistartop 325 SC 100 X 50 ml	0	0	100	1	1	75.6	Btl	SYNGE01	Syngenta Indonesia, PT	Obat	Fungisida	No Group	Amistartop 325 SC	Azoksistrobin		2174
="AAMIS02"	Amistartop 325 SC 20 X 250 ml	0	0	20	1	1	332.5	Btl	SYNGE01	Syngenta Indonesia, PT	Obat	Fungisida	No Group		Azoksistrobin		37
="AAMIS03"	Amistartop 325 SC 50 X 100 ml	0	0	50	1	1	144.2	Btl	SYNGE01	Syngenta Indonesia, PT	Obat	Fungisida	No Group		Azoksistrobin		38
="AAMIS04"	Amistartop 325 SC 50 X 100 ml	0	0	1	1	1	144	Btl			No Group	No Group	No Group	Amistartop 325 SC			8398
="AAMIS05"	Amistartop 325 SC 20 X 250 ml	0	0	20	1	1	1	Btl			No Group	No Group	No Group				8953
="AAMIT01"	Amitage 200 EC 20 X 500 ml	0	0	20	1	1	588.5	Btl	BIOWO01	Bioworld Biosciencen ML, PT	Obat	Insektisida	Amitage 200 EC		Karbosulfan		39
="AAMMA01"	Ammate 150 EC 20 X 50 ml	0	0	20	1	1	92	Btl	DUPON01	Dupont Agricultural Product Indonesia, PT	Obat	Insektisida	Ammate 150 EC		Indoksakarb		1607
="AAMMA02"	Ammate 150 EC 40 X 50 ml (FMC)	0	0	40	1	1	1	Btl	BINAG01	Bina Guna Kimia, PT	Obat	Insektisida	Ammate 150 EC		Indoksakarb		5404
="AAMMA03"	Ammate 150 EC 20 X 100 ml (FMC)	0	0	20	1	1	1	Btl	BINAG01	Bina Guna Kimia, PT	Obat	Insektisida	Ammate 150 EC		Indoksakarb		6079
="AAMOL01"	Amolin 300 EC 100 X 100 ml*	0	60	100	1	1	139.1	Btl	ADVAN01	Advansia Indotani, PT	Obat	Fungisida	No Group	Amolin 300 EC	Difekonazol & Propikonazol	C	40
="AAMOL02"	Amolin 300 EC 40 X 250 ml*	0	0	40	1	1	336.5	Btl	ADVAN01	Advansia Indotani, PT	Obat	Fungisida	No Group	Amolin 300 EC	Difekonazol & Propikonazol	C	41
="AAMOT01"	Amotop 325 SC 40 X 250 ml*	0	0	40	1	1	358.75	Btl	ADVAN01	Advansia Indotani, PT	Obat	Fungisida	Amotop 325 SC		Azoksistrobin & Difenokonazol	C	42
="AAMOT02"	Amotop 325 SC 100 X 100 ml*	0	0	100	1	1	155.7	Btl	ADVAN01	Advansia Indotani, PT	Obat	Fungisida	Amotop 325 SC		Azoksistrobin & Difenokonazol	C	3422
="AAMPA02"	Ampang 240 SL 20 X 1 ltr*	0	0	20	1	1	1	Btl	TIGAM01	Tiga Muara Emas Makmur, PT	Obat	Herbisida	Ampang 240 SL				8990
="AAMUR01"	Amuron 70 EC 40 X 250 ml	0	0	40	1	1	1	Btl	ADVAN01	Advansia Indotani, PT	No Group	No Group	No Group		Heksaflumuron, Emamektin benzoat		6394
="AAMUR02"	Amuron 70 EC 100 X 100 ml	0	0	100	1	1	131	Btl	ADVAN01	Advansia Indotani, PT	No Group	No Group	No Group	Amuron 70 EC	Heksaflumuron, Emamektin benzoat		6749
="AAMUR03"	Amuron 70 EC 40 X 250 ml*	0	0	40	1	1	313	Pcs	ADVAN01	Advansia Indotani, PT	No Group	No Group	No Group	Amuron 70 EC	Heksaflumuron. Emamektin benzoat	C	7088
="AAMUR04"	Amuron 70 EC 100 X 100 ml*	0	0	100	1	1	131	Btl	ADVAN01	Advansia Indotani, PT	No Group	No Group	No Group	Amuron 70 EC	Heksaflumuron. Emamektin benzoat	C	7331
="AANDR01"	Android 72 EC 20 X 200 ml*	100	0	20	1	1	1	Btl	MITRA01	Mitra Kreasi Dharma, PT	No Group	No Group	No Group	Android 72 EC	Abamektin	B	6668
="AANDR02"	Android 72 EC 20 X 400 ml*	100	0	20	1	1	533	Btl	MITRA01	Mitra Kreasi Dharma, PT	No Group	No Group	No Group	Android 72 EC	Abamektin	B	7333
="AANDR03"	Android 72 EC 50 X 80 ml*	0	0	50	1	1	122	Btl	MITRA01	Mitra Kreasi Dharma, PT	No Group	No Group	No Group	Android 72 EC	Abamektin	B	7460
="AANET01"	Aneto 0.5 G 10 X 1 Kg*	0	0	10	1	1	1060	Pack	JOHNN01	Johnny Jaya Makmur, PT	Obat	Insektisida	No Group		Fipronil	B	43
="AANET02"	Aneto 0.5 G 10 X 1 Kg (FAM)*	0	0	10	1	1	1060	Pack	FAMIN01	FAM Indonesia, PT.	Obat	Insektisida	No Group		Fipronil	B	44
="AANET022"	Aneto 50 EC 50 X 250 ml + 1 pcs Neptune 8 gr (M2U)*	0	0	1	1	1	1	Pcs			No Group	No Group	No Group				8909
="AANET03"	Aneto 50 EC 30 X 500 ml*	0	0	30	1	1	608.3	Pack	JOHNN01	Johnny Jaya Makmur, PT	Obat	Insektisida	No Group		Fipronil	C	45
="AANET04"	Aneto 50 EC 50 X 80 ml*	0	0	50	1	1	0	Btl	JOHNN01	Johnny Jaya Makmur, PT	Obat	Insektisida	No Group		Fipronil	C	2175
="AANET05"	Aneto 50 EC 30 X 500 ml (M2U)*	0	0	30	1	1	608.3	Pcs	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Aneto 50 EC	Aneto 50 EC	Fipronil	C	46
="AANET06"	Aneto 50 EC 50 X 100 ml (M2U)*	0	0	50	1	1	132	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Aneto 50 EC		Fipronil	C	1608
="AANET07"	Aneto 50 EC 50 X 250 ml (M2U)*	0	0	50	1	1	312	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Aneto 50 EC		Fipronil	C	1609
="AANET08"	Aneto 0.5 G 10 X 1 kg (M2U)*	0	0	10	1	1	1060	Pack	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Aneto 0,5 GR		Fipronil	B	3230
="AANET09"	Aneto 50 EC 50 X 50 ml M2U ( Sample)	0	0	50	1	1	83	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Aneto 50 EC		Fipronil		3822
="AANET10"	Aneto 0.5 G 10 X 1 Kg M2U (Sample)	0	0	10	1	1	1060	Pack	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Aneto 0,5 GR		Fipronil		3823
="AANET11"	Aneto 50 EC 30 X 500 ml + Neptune 8 gr (M2U)*	0	0	30	1	1	1	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Aneto 50 EC		Fipronil	C	5458
="AANPH01"	Anphony 20 X 250 ml	0	0	20	1	1	687.5	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Anphony	Anphony			5389
="AANTA01"	Anta 50 EC 30 X 400 ml	0	0	30	1	1	426	Btl	SARIK01	Sari Kimia Unggul, PT	Obat	Insektisida	Anta 50 EC		Emamectin Benzoat		47
="AANTA02"	Anta 50 EC 40 X 200 ml	0	0	40	1	1	221	Btl	SARIK01	Sari Kimia Unggul, PT	Obat	Insektisida	Anta 50 EC		Emamectin Benzoat		48
="AANTA03"	Antarpol 70 WP 20 X 1 kg	0	0	20	1	1	1030	Pack	DELIS01	Deli Standart, PT	Obat	Fungisida	No Group		Propineb		49
="AANTA04"	Antarpol 70 WP 60 X 250 gr	0	0	60	1	1	0	Pack	DELIS01	Deli Standart, PT	Obat	Fungisida	Antarpol 70 WP		Propineb		1610
="AANTA05"	Antarpol 70 WP 16 X 1 kg	0	0	16	1	1	94.67	Pack	DELIS01	Deli Standart, PT	Obat	Fungisida	Antarpol 70 WP		Propineb		1925
="AANTA06"	Anta 50 EC 60 X 80 ml	0	0	60	1	1	94.67	Btl	SARIK01	Sari Kimia Unggul, PT	Obat	Insektisida	Anta 50 EC		Emamectin Benzoat		50
="AANTA07"	Antarpol 70 WP (Sample)	0	0	1	1	1	1	Pack	DELIS01	Deli Standart, PT	Obat	Fungisida	Antarpol 70 WP		Propineb		4283
="AANTR01"	Antracol 70 WP 12 X 1 kg	0	0	12	1	1	1150	Pack	BAYER01	Bayer Indonesia, PT	Obat	Fungisida	No Group		Propineb		51
="AANTR02"	Antracol 70 WP 20 X 500 gr	0	0	20	1	1	575	Pack	BAYER01	Bayer Indonesia, PT	Obat	Fungisida	No Group		Propineb		52
="AANTR03"	Antracol 70 WP 40 X 250 gr	0	0	40	1	1	291.3	Pack	BAYER01	Bayer Indonesia, PT	Obat	Fungisida	No Group		Propineb		2176
="AANTR04"	Antramix 30/22.5 SG 100 X 100 gr	0	0	100	1	1	1	Pcs			No Group	No Group	No Group				9214
="AANTR05"	Antracol 70 WP 40 X 250 gr	0	0	40	1	1	1	Pack			No Group	No Group	No Group				8980
="AANVI01"	Anvil 50 SC 40 X 250 ml	0	0	40	1	1	324.25	Btl	SYNGE01	Syngenta Indonesia, PT	Obat	Fungisida	Anvil 50 SC		Heksakonazol		1611
="AANVI02"	Anvil 50 SC 10 X 1 ltr	0	0	10	1	1	1175	Btl	SYNGE01	Syngenta Indonesia, PT	Obat	Fungisida	Anvil 50 SC		Heksakonazol		53
="AANWA01"	Anwavin 500 EC 16 X 1 ltr	0	0	16	1	1	1093.75	Btl	SARIK02	Sari Kresna Kimia, PT	Obat	Insektisida	Anwavin 500 EC		Profenofos		1612
="AAPIS01"	Apison 51.5 DG 100 X 100 gr*	0	0	100	1	1	123.3	Pack	ADVAN01	Advansia Indotani, PT	Obat	Fungisida	Apison 51.5 DG	Apison 51.5 DG	Simoksanil, Famoksalon	C	3303
="AAPLU01"	A-PlusCal 20 X 250 gr*	0	0	20	1	1	350	Pcs			No Group	No Group	No Group				8754
="AAPOG01"	Apoge 25 Premium Padi 30 X 250 gr	0	0	30	1	1	375	Pack	NONAM01	No Name	Pupuk	Pupuk	No Group	Apoge 25 Premium Padi			54
="AAPPL01"	Applaud 10 WP 20 X 500 ml	0	0	20	1	1	0	Btl	INDAG01	Indagro, PT	Obat	Insektisida	Applaud 10 WP		Buprofezin		1613
="AAPPL02"	Applaud 10 WP 25 X 400 gr	0	0	25	1	1	482.4	Pack	PETRO01	Petrokimia Kayaku, PT	Obat	Insektisida	Applaud 10 WP		Buprofezin		1614
="AAPPL03"	Applaud 10 WP 20 X 5 X 100 gr	0	0	20	5	1	120	Pack	PETRO01	Petrokimia Kayaku, PT	Obat	Insektisida	Applaud 10 WP		Buprofezin		55
="AAPPL04"	Applaud 10 WP 20 gr (S)	0	0	1	1	1	391.67	Pack	PETRO01	Petrokimia Kayaku, PT	Obat	Insektisida	Applaud 10 WP		Buprofezin		3231
="AAPRO01"	Apronil 50 SC 100 X 100 ml*	0	0	100	1	1	135.2	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	No Group		Fipronil	C	2177
="AAPRO02"	Apronil 50 SC 40 X 250 ml*	0	0	40	1	1	333.5	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	No Group		Fipronil	C	56
="AAPRO03"	Apropo 200 SE 40 X 250 ml	0	0	40	1	1	331.75	Btl	ROYAL01	Royal Agro Indonesia, PT	Obat	Fungisida	Apropo 200 SE	Apropo 200 SE	Azoxystrobin & Propiconazole		57
="AAREN01"	Sprayer Arena 20 X 1.5 ltr	0	0	20	1	1	0	Btl	SARIK01	Sari Kimia Unggul, PT	Sarana Pertanian	Sprayer	No Group				1888
="AAREN02"	Arendi 20/10 WP 20 X 20 X 25 gr*	0	2	20	20	1	34	Pack	ADVAN01	Advansia Indotani, PT	No Group	No Group	No Group	Arendi 20/10 WP	natrium bispiribak & Etil Pirazosulfuron	C	7985
="AARIZ01"	Arizona 55 EC 80 ml (Sample)	0	13	1	1	1	1	Btl	MITRA26	Mitra Artha Sejati, PT	Obat	Insektisida	Arizona 55 EC	Arizona 55 EC	Abamektin & Emamectin Benzoat & Emamectin active		5241
="AARIZ02"	Arizona 55 EC 40 X 200 ml*	0	0	40	1	1	262.5	Btl	ARTHA01	Artha Buana Mandiri/Graha Niaga Mandiri, CV	Obat	Insektisida	Arizona 55 EC		Abamektin & Emamectin Benzoat & Emamectin active	A	5645
="AARIZ03"	Arizona 55 EC 50 X 80 ml	0	0	50	1	1	120	Btl	ARTHA01	Artha Buana Mandiri/Graha Niaga Mandiri, CV	Obat	Insektisida	Arizona 55 EC	Arizona 55 EC	Abamektin & Emamectin Benzoat & Emamectin active		5644
="AARJU01"	Arjuna 200 EC 20 X 250 ml	0	0	20	1	1	346.5	Btl	BELIR01	Belirang Kalisari, PT	Obat	Insektisida	No Group		Klorfenapir		58
="AARJU02"	Arjuna 200 EC 20 X 500 ml	0	0	20	1	1	643	Btl	BELIR01	Belirang Kalisari, PT	Obat	Insektisida	No Group		Klorfenapir		1615
="AARJU03"	Arjuna 200 EC 50 X 80 ml	0	3	50	1	1	1	Btl			No Group	No Group	No Group	Arjuna 200 EC			8424
="AARJU04"	Arjuna 200 EC 20 X 250 ml	0	0	20	1	1	1	Btl			No Group	No Group	No Group	Arjuna 200 EC			8425
="AARMA01"	Arma 52 WP 20 X 500 gr (Sample)	0	7	20	1	1	1	Pack	AGRON01	Agro Natural Technology, PT	No Group	No Group	No Group	Arma 52 WP	Atrazin + Nihosulfuron		6481
="AARMA02"	Arma 48/4 WP 20 X 500 gr	0	0	20	1	1	1	Pack			No Group	No Group	No Group	Arma 48/4 WP	Atrazin + Nihosulfuron		6904
="AARME01"	Armeira 30 WG 10 X 20 X 50 gr*	0	0	10	20	1	64	Pack	MITRA09	Mitra Indotani Abadi, PT	Obat	Insektisida	Armeira 30 WG	Armeira 30 WG	Indoksakarb	B	5487
="AARTO01"	Artos 100 SL 30 X 100 ml (Sample)	0	0	30	1	1	1	Btl	SARIK02	Sari Kresna Kimia, PT	Obat	Insektisida	Artos 100 SL				4783
="AARTO02"	Artos 100 SL 40 X 100 ml (Sample)	0	0	40	1	1	1	Btl	SARIK02	Sari Kresna Kimia, PT	Obat	Insektisida	Artos 100 SL				4784
="AARTO03"	Artos 100 ml (Sample)	0	0	1	1	1	1	Btl	SARIK02	Sari Kresna Kimia, PT	No Group	No Group	No Group	No Group			8124
="AASAM01"	Asam Amino (Sample)	0	7	1	1	1	1	Btl	LTS 01	LTS PT	No Group	No Group	No Group	No Group			7930
="AASET01"	Asetor 250 EC 50 X 80 ml*	0	0	50	1	1	255	Btl	DELIS01	Deli Standart, PT	Obat	Fungisida	Asetor 250 EC		Difenokonazol	C	3795
="AASET02"	Asetor 250 EC 40 X 250 ml*	0	0	40	1	1	332.5	Btl	DELIS01	Deli Standart, PT	Obat	Fungisida	Asetor 250 EC	Asetor 250 EC	Difenokonazol	C	4186
="AASET03"	Asetop 30 EC 20 X 500 ml*	0	0	20	1	1	530	Btl	TUNAS05	Tunas Harapan Murni, PT	No Group	No Group	No Group	Asetop 30 EC	Asetamiprid	C	7397
="AASET04"	Asetop 30 EC 40 X 100 ml*	0	0	40	1	1	125	Btl			No Group	No Group	No Group				8601
="AASIA01"	Asia Top 288 SL 100 ml (sampel)	0	0	1	1	1	1	Btl	ASIAN01	Asiana Chemicalindo Lestari, PT	Obat	Herbisida	Asia Top 288 SL		Ion Parakuat		4813
="AASIA02"	Asia Top 288 SL 20 ltr*	0	0	1	1	1	22300	Pail	ASIAN01	Asiana Chemicalindo Lestari, PT	Obat	Herbisida	Asia Top 288 SL		Ion Parakuat	C	5256
="AASIA03"	Asia Top 288 SL 20 X 1 ltr*	0	0	20	1	1	1210	Btl	ASIAN01	Asiana Chemicalindo Lestari, PT	Obat	Herbisida	Asia Top 288 SL		Ion Parakuat	C	5257
="AASIA04"	Asia Top 288 SL 100 ml (Sample)/(tidak terpakai)	0	0	1	1	1	1	Btl	ASIAN01	Asiana Chemicalindo Lestari, PT	Obat	Herbisida	Asia Top 288 SL		Ion Parakuat		5770
="AASIA05"	Asiaron 80 WP 110 gr (Sample)	0	0	1	1	1	1	Pack	ASIAN01	Asiana Chemicalindo Lestari, PT	Obat	Herbisida	Asiaron 80 WP		Diuron		5771
="AASIA06"	Asiacol 70 WP 12 X 1 kg*	60	0	12	1	1	1029	Pack	ASIAN01	Asiana Chemicalindo Lestari, PT	No Group	No Group	No Group	Asiacol 70 WP	Propineb	C	7378
="AASIA07"	Asiacol 70 WP 20 X 250 gr*	100	0	20	1	1	280	Pack	ASIAN01	Asiana Chemicalindo Lestari, PT	No Group	No Group	No Group	Asiacol 70 WP	Propineb	C	7380
="AASIA08"	Asiacol 70 WP 20 X 500 gr*	100	0	20	1	1	545	Pack	ASIAN01	Asiana Chemicalindo Lestari, PT	No Group	No Group	No Group	Asiacol 70 WP	Propineb	C	7379
="AASLI01"	Aslinya 75 WP 100 X 100 gr	0	0	100	1	1	141.5	Pack	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Aslinya 75 WP		Trisiklazol		5489
="AASME01"	Asmec 36 EC 50 ml	0	0	1	1	1	1	Btl	AGROS03	Agro Sejahtera Indonesia	Obat	Fungisida	Asmec 36 EC				4203
="AASSO01"	Associate 200 SC 20 X 250 ml (Sample)	0	0	20	1	1	357.5	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Insektisida	Associate 200 SC	Associate 200 SC	Emamektin Benzoat + Indoksakarb		4793
="AASSO02"	Associate 200 SC 50 X 80 ml (Sample)	0	0	50	1	1	138	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Insektisida	Associate 200 SC		Emamektin Benzoat + Indoksakarb		5012
="AASSO03"	Associate 200 SC 20 X 250 ml*	0	0	20	1	1	357.5	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Insektisida	Associate 200 SC	Associate 200 SC	Emamektin Benzoat + Indoksakarb	C	5069
="AASSO04"	Associate 200 SC 50 X 80 ml*	0	0	50	1	1	138	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Insektisida	Associate 200 SC	Associate 200 SC	Emamektin Benzoat + Indoksakarb	B	5082
="AASSO05"	Associate 200 SC 50 X 80 ml (Sample)	0	646	50	1	1	1	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Insektisida	Associate 200 SC				9048
="AASTA01"	Astana 85 WP 80 X 100 gr*	0	0	80	1	1	111.25	Pack	SINAR01	Sinar General Industries, PT	Obat	Moluskisida	Astana 85 WP		fentin asetat	C	3880
="AASTA02"	Astana 85 WP 50 X 100 gr	0	0	50	1	1	1	Pack	SINAR01	Sinar General Industries, PT	No Group	No Group	No Group		fentin asetat		6421
="AASTA04"	Astana 85 WP 50 X 100 gr*	0	0	50	1	1	1	Pcs			No Group	No Group	No Group				9081
="AATHO01"	Athos 240 SC 100 X 100 ml*	0	0	100	1	1	147.6	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Athos 240 SC	Athos 240 SC	Metoksifenozida	C	59
="AATHO02"	Athos 240 SC 40 X 250 ml*	0	0	40	1	1	342.75	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Athos 240 SC		Metoksifenozida	C	60
="AATON01"	Atonik 6.5 L 15 X 500 ml (tdk terpakai)	0	0	15	1	1	600.67	Btl	MITOK01	Mitoku Sukses Makmur, PT	Pupuk	ZPT	Atonik 6.5 L		Natrium		1616
="AATON02"	Atonik 6.5 L 25 X 100 ml (tdk terpakai)	0	0	25	1	1	130.4	Btl	MITOK01	Mitoku Sukses Makmur, PT	Pupuk	ZPT	Atonik 6.5 L		Natrium		61
="AATON03"	Atonik 6.5 L 30 X 250 ml	0	0	30	1	1	263.67	Btl	MITOK01	Mitoku Sukses Makmur, PT	Pupuk	ZPT	Atonik 6.5 L		Natrium		62
="AATON04"	Atonik 6.5 L 15 X 1 ltr (tdk terpakai)	0	0	15	1	1	1149.33	Btl	MITOK01	Mitoku Sukses Makmur, PT	Pupuk	ZPT	Atonik 6.5 L		Natrium		3312
="AATON05"	Atonik 6.0 L 15 X 500 ml	0	0	15	1	1	586.7	Btl	MITOK01	Mitoku Sukses Makmur, PT	Pupuk	ZPT	Atonik 6.0 L	Atonik 6.0 L	Natrium		5006
="AATON06"	Atonik 6.0 L 15 X 1 ltr	0	0	15	1	1	1166.7	Btl	MITOK01	Mitoku Sukses Makmur, PT	Pupuk	ZPT	Atonik 6.0 L		Natrium		5744
="AATON07"	Atonik 6.0 L 30 X 250 ml	0	0	30	1	1	1	Btl	MITOK01	Mitoku Sukses Makmur, PT	No Group	No Group	No Group		Natrium		6099
="AATON08"	Atonik 6.0 L 50 X 100 ml	0	0	50	1	1	1	Btl	OATMI01	Oat Mitoku Agrio, PT	No Group	No Group	No Group		Natrium		6317
="AATON10"	Atonik 6.0 L 30 X 250 ml	0	0	30	1	1	264	Btl			No Group	No Group	No Group	Atonik 6.0 L			8296
="AATON11"	Atonik 6.0 L 50 X 100 ml	0	0	50	1	1	141	Btl			No Group	No Group	No Group	Atonik 6.0 L			8348
="AATRA01"	Atramix 210 SC 20 X 500 ml	0	0	20	1	1	1	Btl	NUFAR01	Nufarm Indonesia, PT	Obat	Herbisida	Atramix 210 SC	Atramix 210 SC	atrazin & lnikosulfuron		5817
="AATRI01"	Atrion 80 WG 20 X 400 gr	0	0	20	1	1	0	Pack	SURYA02	Surya Mandiri Sejahtera, PT	Obat	Herbisida	No Group		Atrazin		1617
="AATRI02"	Atrion 80 WG 15 X 800 gr	0	0	15	1	1	0	Pack	SURYA02	Surya Mandiri Sejahtera, PT	Obat	Herbisida	No Group		Atrazin		1889
="AATRI03"	Atrium 550 SC 24 X 500 ml	0	0	24	1	1	1127.08	Btl	NATHA01	Nathani Indonesia, PT	Obat	Herbisida	Atrium 550 SC		Atrazin + Mesotrion		3297
="AATRI04"	Atrium 550 SC 40 X 250 ml	0	0	40	1	1	653.75	Btl	NATHA01	Nathani Indonesia, PT	Obat	Herbisida	Atrium 550 SC		Atrazin + Mesotrion		3666
="AAURO01"	Aurora 70 WP 16 X 800 gr	0	0	16	1	1	0	Pack	TANIN01	Tanindo Intertraco, PT	Obat	Fungisida	Aurora 70 WP		Propineb		63
="AAURO02"	Aurora 70 WP 20 X 1 kg	0	0	20	1	1	0	Pack	TANIN01	Tanindo Intertraco, PT	Obat	Fungisida	Aurora 70 WP		Propineb		3232
="AAURO03"	Aurora 70 WP 20 X 800 gr	0	0	20	1	1	944	Pack	TANIN01	Tanindo Intertraco, PT	Obat	Fungisida	Aurora 70 WP		Propineb		3599
="AAVIA01"	Aviate 75 WG 40 X 300 gr	0	0	40	1	1	1	Pack	CATUR01	Catur Agrodaya Mandiri, PT	Obat	Fungisida	Aviate 75 WG		Mancozeb & Azoxystrobin		4936
="AAVID01"	Avidor 25 WP 4 X 25 X 100 gr	0	0	4	25	1	129.9	Pack	SAPRO01	Saprotan Utama, CV	Obat	Insektisida	Avidor 25 WP		Imidakloprid		64
="AAVID03"	Avidor 25 WP 4 X 25 X 100 gr	0	0	4	25	1	1	Pack	SAPRO03	Saprotan Utama Nusantara, PT	No Group	No Group	No Group	Avidor 25 WP			8342
="AAVOR01"	Avor 40 X 100 ml*	0	0	40	1	1	1	Btl	TUNAS05	Tunas Harapan Murni, PT	No Group	No Group	No Group	Avor 40 X 100 ml	Adjuvan	C	7395
="AAZAT01"	Azatin 500 SC 40 X 250 ml*	0	0	40	1	1	340	Btl	ADVAN01	Advansia Indotani, PT	Obat	Insektisida	Azatin 500 SC		Buprofezin	C	3286
="AAZOM01"	Azomite 0.5 GR 20 X 1 kg	0	0	20	1	1	0	Pack	BEHNM02	Behn Meyer Chemicals, PT	Obat	Insektisida	Azomite 0,5 GR				1618
="AAZOX01"	Azoxa Plus 560 SC 50 X 200 ml*	0	0	50	1	1	309.8	Btl	TANIN01	Tanindo Intertraco, PT	Obat	Fungisida	Azoka Plus 560 SC		Azoksistrobin, Klorokalonil	A	65
="AAZTR01"	Aztro 80 WP 10 X 10 X 50 gr (Sample)	0	0	10	10	1	62	Pack	SINAR13	Sinar Agro Kimia Indonesia, CV	Obat	Fungisida	Aztro 80 WP		azoksistrobin, dimetomorf		5261
="ABACT01"	Bactocyn 150 AL 100 X 80 ml*	0	0	100	1	1	132.7	Btl	LESTA01	Lestari Inti Agro, CV	Obat	Bakterisida	Bactocyn 150 AL		Oksitetrasiklin ( teramisin )	B	66
="ABACT02"	Bactocyn 150 AL 50 X 200 ml*	500	0	50	1	1	240	Btl	LESTA01	Lestari Inti Agro, CV	Obat	Bakterisida	Bactocyn 150 AL	Bactocyn 150 AL	Oksitetrasiklin ( teramisin )	B	67
="ABACT03"	Bactocyn 150 AL 80 X 80 ml*	0	0	80	1	1	165.88	Btl	LESTA01	Lestari Inti Agro, CV	Obat	Bakterisida	Bactocyn 150 AL		Oksitetrasiklin ( teramisin )	B	2178
="ABACT04"	Bactocyn 150 AL 100 X 100 ml*	1,000	0	100	1	1	133.5	Btl	LESTA01	Lestari Inti Agro, CV	Obat	Bakterisida	Bactocyn 150 AL	Bactocyn 150 AL	Oksitetrasiklin ( teramisin )	B	3494
="ABAFI01"	Bafin 18 SL 12 X 500 ml	0	0	12	1	1	1	Btl	SARAN04	Sarana Tani Makmur, CV	Obat	Insektisida	Bafin 18 SL				5608
="ABAFI02"	Bafin 3 In 1 18 SL 500 ml	0	0	1	1	1	1	Btl			No Group	No Group	No Group	No Group			8047
="ABAGJ01"	Bag Jagung Q 11 - 1 kg	0	0	1	1	1	165.88	Pack	N/A	N/A	Lain - lain	Bag	Jagung Q-11		Sarana Pertanian		68
="ABAGN01"	Bag NPK Novatec 5 Kg	0	0	1	1	1	1	Pack	SURAB01	Surabaya Perdana Rotopack, PT	Sarana Promosi	Sarana Promosi	Bag NPK Novatec				9261
="ABALE01"	Baledo 250/50 SC 40 X 100 ml*	0	0	40	1	1	1	Btl			No Group	No Group	No Group				8651
="ABAMB01"	Bambu Ijo 40 X 10 X 12 ml	0	0	40	10	1	20.75	Btl	BIOAG01	Bio Agritech Nusantara, PT	Pupuk	Pupuk Cair	Bambu Ijo		NPK, Unsur Mikro, Perangsang		1619
="ABAME01"	Bamex 18 EC 50 X 100 ml	0	0	50	1	1	133	Btl	JOHNN01	Johnny Jaya Makmur, PT	Obat	Insektisida	Bamex 18 EC		Abamektin		1620
="ABAME02"	Bamex 18 EC 50 X 100 ml (M2U)	0	100	50	1	1	137	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Bamex 18 EC	Bamex 18 EC	Abamektin		1621
="ABAME03"	Bamex 18 EC 100 X 50 ml (M2U)	0	0	100	1	1	81.5	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Bamex 18 EC	Bamex 18 EC	Abamektin		69
="ABAME04"	Bamex 18 EC 20 X 200 ml (M2U)	0	0	20	1	1	260	Btl	MAJUM01	Maju Makmur Utomo, PT	Obat	Insektisida	Bamex 18 EC		Abamektin		1622
