tgl_inputer,kd_faktur,kd_rute,kd_customer,kd_barang,nama_barang,qty,satuan,no_lot,tgl_exp,nominal_p,jtempo,upload_sts,data_sts,barang_sts,
18/09/2025,D25014116,BWI-1,LEST06,QMAES02,Maestro 200 EC 20 X 500 ml,20,Btl,20250423,01/04/2030,2200000,30,1,1,1,
18/09/2025,D25014117,JLS,CENT04,QSTAR05,Starkuat 135 SL 4 X 5 ltr,4,Btl,102090505,01/08/2028,1845000,30,1,1,1,
18/09/2025,D25014117,JLS,CENT04,QGIBA02,Gibas 240 SL 4 X 5 ltr*,4,Gal,41115080,01/11/2029,1845000,30,1,1,1,
18/09/2025,D25014117,JLS,CENT04,QDANA02,Danaxone 135 SL 4 X 5 ltr,4,Gal,DX2502195000,01/02/2030,1845000,30,1,1,1,
18/09/2025,D25014117,JLS,CENT04,QQIUM06,Qiumex 36 EC 40 X 250 ml*,5,Btl,20250714,01/07/2030,1845000,30,1,1,1,
18/09/2025,D25014118,MD-1,ALAM01,QPLEN01,Plenum 50 WG 50 X 100 gr,2300,Pack,SRG5DW1050,01/04/2027,856675000,30,1,1,1,
18/09/2025,D25014118,MD-1,ALAM01,QALIK03,Alika 247 ZC 50 X 100 ml,1000,Btl,JAK5G00482,01/07/2027,856675000,30,1,1,1,
18/09/2025,D25014118,MD-1,ALAM01,QMATA03,Matador 25 EC 100 X 80 ml,2500,Btl,JAK5H22086,01/08/2027,856675000,30,1,1,1,
18/09/2025,D25014118,MD-1,ALAM01,QVIRT02,Virtako 300 SC 100 X 50 ml,2000,Btl,JAK5BS2002,01/02/2028,856675000,30,1,1,1,
18/09/2025,D25014118,MD-1,ALAM01,QVIRT03,Virtako 300 SC 50 X 100 ml,600,Btl,JAK5BS2005,01/02/2028,856675000,30,1,1,1,
18/09/2025,D25014118,MD-1,ALAM01,QVIRT03,Virtako 300 SC 50 X 100 ml,650,Btl,JAK5BS2005,01/02/2028,856675000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QREGE02,Regent 50 SC Red 48 X 100 ml,960,Btl,2571Q05605,01/05/2027,545360000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QFILI01,Filia 525 SE 100 X 50 ml,3000,Btl,JAK4J111XX,01/10/2027,545360000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QFILI01,Filia 525 SE 100 X 50 ml,2900,Btl,JAK4J112XX,01/10/2027,545360000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QFILI01,Filia 525 SE 100 X 50 ml,4100,Btl,JAK4J112XX,01/10/2027,545360000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QSELT02,Seltima 100 CS 24 X 250 ml,480,Btl,S25042101,01/11/2027,545360000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QSELT01,Seltima 100 CS 20 X 500 ml,20,Btl,S25071901,01/12/2027,545360000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QSELT01,Seltima 100 CS 20 X 500 ml,380,Btl,S25071901,01/12/2027,545360000,30,1,1,1,
18/09/2025,D25014119,MD-1,ALAM01,QGAND02,Gandasil B 24 X 500 gr,2400,Pack,BN3524,01/08/2028,545360000,30,1,1,1,
18/09/2025,D25014120,MD-1,BERK56,QJAGU29,Jagung NK 7328 20 X 1 kg,2500,Pack,20334807,10/04/2026,666000000,0,1,1,1,
18/09/2025,D25014120,MD-1,BERK56,QJAGU29,Jagung NK 7328 20 X 1 kg,3500,Pack,20334807,10/04/2026,666000000,0,1,1,1,
18/09/2025,D25014121,MD-1,BERK56,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,600,Pack,20765648,25/08/2026,792000000,0,1,1,1,
18/09/2025,D25014121,MD-1,BERK56,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,20,Pack,20769798,25/08/2026,792000000,0,1,1,1,
18/09/2025,D25014121,MD-1,BERK56,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,1260,Pack,20769798,25/08/2026,792000000,0,1,1,1,
18/09/2025,D25014121,MD-1,BERK56,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,4120,Pack,20783263,01/09/2026,792000000,0,1,1,1,
18/09/2025,D25014122,MD-1,BERK56,QJAGU13,Jagung NK 212 20 X 1 kg,3000,Pack,20754382,25/08/2026,477000000,0,1,1,1,
18/09/2025,D25014122,MD-1,BERK56,QJAGU13,Jagung NK 212 20 X 1 kg,3000,Pack,20754379,25/08/2026,477000000,0,1,1,1,
18/09/2025,D25014123,BWI-3,BIMO02,QGAND02,Gandasil B 24 X 500 gr,240,Pack,BN3524,01/08/2028,9840000,30,1,1,1,
18/09/2025,D25014124,JLS,BIMA04,QAKAL01,Akalis 550 SC 10 X 1 ltr,10,Btl,ADV08600909,01/09/2026,2450000,30,1,1,1,
18/09/2025,D25014125,BWI-3,MUNA01,QALAT17,Alat Tanam Roll MTB-008 SS,2,Pcs,0,1/1/1000,2200000,30,1,1,1,
18/09/2025,D25014126,BWI-1,LAYA01,QABAC01,Abacel 18 EC 10 X 1 ltr,20,Btl,20022025,01/02/2028,6280000,30,1,1,1,
18/09/2025,D25014126,BWI-1,LAYA01,QEMAC05,Emacel 30 EC 40 X 250 ml*,40,Btl,10062025,01/06/2028,6280000,30,1,1,1,
18/09/2025,D25014127,JUBS,PRIM03,QATON07,Atonik 6.0 L 15 X 500 ml,750,Btl,511020625,01/05/2030,40500000,30,1,1,1,
18/09/2025,D25014128,P-2,AGRO13,QSUIC02,Suica 50/20 WG 5 X 10 X 100 gr*,100,Pack,103662A,01/03/2028,43750000,60,1,1,1,
18/09/2025,D25014128,P-2,AGRO13,QSUIC02,Suica 50/20 WG 5 X 10 X 100 gr*,250,Pack,133694A,01/03/2028,43750000,60,1,1,1,
18/09/2025,D25014129,BWI-2,EKAJ01,QABAC04,Abacel 18 EC 40 X 250 ml,200,Btl,25042025,01/04/2028,44975000,60,1,1,1,
18/09/2025,D25014129,BWI-2,EKAJ01,QEMAC05,Emacel 30 EC 40 X 250 ml*,200,Btl,10062025,01/06/2028,44975000,60,1,1,1,
18/09/2025,D25014129,BWI-2,EKAJ01,QEMAC03,Emacel 30 EC 20 X 500 ml*,36,Btl,22062025,01/06/2028,44975000,60,1,1,1,
18/09/2025,D25014129,BWI-2,EKAJ01,QEMAC03,Emacel 30 EC 20 X 500 ml*,64,Btl,22062025,01/06/2028,44975000,60,1,1,1,
18/09/2025,D25014129,BWI-2,EKAJ01,QABAC03,Abacel 18 EC 20 X 500 ml,100,Btl,5062025,01/06/2028,44975000,60,1,1,1,
18/09/2025,D25014130,JLS,HASI03,QMETI06,Metindo 25 WP 40 X 500 gr*,10,Pack,55948,01/03/2030,680000,30,1,1,1,
18/09/2025,D25014131,JLS,ALBA01,QKNO303,KNO3 Putih P Tani 15 X 2 kg,30,Pack,0,01/06/2028,3400000,30,1,1,1,
18/09/2025,D25014131,JLS,ALBA01,QUNIB01,Unibro 500/50 SC 20 X 250 ml*,20,Btl,213012,01/12/2028,3400000,30,1,1,1,
18/09/2025,D25014132,JLS,JAVA02,QBENA01,Benang Pe mlg*,25,Kg,0,1/1/1000,1075000,30,1,1,1,
18/09/2025,D25014133,BLI-2,KECI01,QFUTA15,Futay-3 (Buah) 10 X 1 ltr + Kaos,30,Btl,22213313,01/02/2028,42600000,90,1,1,1,
18/09/2025,D25014133,BLI-2,KECI01,QFUTA08,Futay-1 (Padi) 10 X 1 ltr + Kaos,110,Btl,22213309,01/02/2028,42600000,90,1,1,1,
18/09/2025,D25014134,BLI-2,KECI01,QGOLD07,GG Akar 50 X 100 ml (M2U)*,50,Btl,10213102,01/07/2028,4400000,30,1,1,1,
18/09/2025,D25014135,JUBS,TANI99,QMAES01,Maestro 200 EC 10 X 1 ltr,10,Btl,20250320,01/03/2030,3100000,30,1,1,1,
18/09/2025,D25014135,JUBS,TANI99,QMAES02,Maestro 200 EC 20 X 500 ml,20,Btl,20250423,01/04/2030,3100000,30,1,1,1,
18/09/2025,D25014136,JUBS,FAST07,QGAND02,Gandasil B 24 X 500 gr,1200,Pack,BN3534,01/08/2028,56000000,30,1,1,1,
18/09/2025,D25014136,JUBS,FAST07,QKALI03,Kaliandra 482 EC 40 X 200 ml*,200,Btl,20493U0051,01/05/2030,56000000,30,1,1,1,
18/09/2025,D25014137,PROB,MAHU01,QEFFI01,Efficon 120 SL 48 X 100 ml,240,Btl,S25085602,01/06/2027,19200000,30,1,1,1,
18/09/2025,D25014138,SBY,TUNA15,QJAGU17,Jagung Pertiwi 3 20 X 1 kg,40,Pack,240194A,01/08/2026,10600000,0,1,1,1,
18/09/2025,D25014138,SBY,TUNA15,QJAGU13,Jagung NK 212 20 X 1 kg,100,Pack,20754382,25/08/2026,10600000,0,1,1,1,
18/09/2025,D25014139,SBY,TUNA15,QABAC01,Abacel 18 EC 10 X 1 ltr,20,Btl,20022025,01/02/2028,5900000,0,1,1,1,
18/09/2025,D25014139,SBY,TUNA15,QBRAP01,Braphon 488 SL 50 X 100 ml*,100,Btl,070525F,01/04/2030,5900000,0,1,1,1,
18/09/2025,D25014140,SBY,M1SA01,QSATG01,Satgaz 75 WP Magic Blue 10 X 800 gr,20,Pack,MBB02AB,01/01/2030,2200000,60,1,1,1,
18/09/2025,D25014141,SBY,M1SA01,QALIK03,Alika 247 ZC 50 X 100 ml,50,Btl,JAK5G00482,01/07/2027,3000000,0,1,1,1,
18/09/2025,D25014142,JUBS,SETI01,QGAME01,Gamectin 30 EC 100 X 100 ml*,20,Btl,2025SM0404,01/04/2030,5350000,30,1,1,1,
18/09/2025,D25014142,JUBS,SETI01,QATON09,Atonik 6.0 L 30 X 250 ml,90,Btl,611022025,01/06/2030,5350000,30,1,1,1,
18/09/2025,D25014142,JUBS,SETI01,QATON08,Atonik 6.0 L 50 X 100 ml,100,Btl,611021625,01/06/2030,5350000,30,1,1,1,
18/09/2025,D25014142,JUBS,SETI01,QDESA01,Desanto 200 SL 100 X 100 ml*,20,Btl,NISL250320,01/06/2030,5350000,30,1,1,1,
18/09/2025,D25014143,JLS,ALBA01,QMOVE04,Movento Energy 240 SC 50 X 100 ml,50,Btl,PI41003810,01/06/2028,5300000,30,1,1,1,
18/09/2025,D25014144,SBY,YURI02,QANTR03,Antracol 70 WP 40 X 250 gr,80,Pack,PI121001793,01/06/2028,12610000,30,1,1,1,
18/09/2025,D25014144,SBY,YURI02,QKARI01,Karissnail 6 PL 20 X 500 gr (M2U)*,100,Pack,29173401,01/08/2028,12610000,30,1,1,1,
18/09/2025,D25014144,SBY,YURI02,QKARI03,Karissnail 6 PL 50 X 200 gr (M2U)*,150,Pack,29173401,01/08/2028,12610000,30,1,1,1,
18/09/2025,D25014145,SBY,PUTR11,QBION03,Bionik 400 EC 50 X 100 ml*,750,Btl,50502999,01/08/2030,11250000,30,1,1,1,
18/09/2025,D25014146,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,3000,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014146,KD-1,SUMB50,QJAGU13,Jagung NK 212 20 X 1 kg,3000,Pack,20754381,25/08/2026,573000000,0,1,1,1,
18/09/2025,D25014147,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,580,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014147,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,2420,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014147,KD-1,SUMB50,QJAGU13,Jagung NK 212 20 X 1 kg,3000,Pack,20754381,25/08/2026,573000000,0,1,1,1,
18/09/2025,D25014148,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,1180,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014148,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,1820,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014148,KD-1,SUMB50,QJAGU13,Jagung NK 212 20 X 1 kg,3000,Pack,20754381,25/08/2026,573000000,0,1,1,1,
18/09/2025,D25014149,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,240,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014149,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,340,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014149,KD-1,SUMB50,QJAGU13,Jagung NK 212 20 X 1 kg,3000,Pack,20754381,25/08/2026,573000000,0,1,1,1,
18/09/2025,D25014149,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,2420,Pack,20783281,01/09/2026,573000000,0,1,1,1,
18/09/2025,D25014150,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,1420,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014150,KD-1,SUMB50,QJAGU29,Jagung NK 7328 20 X 1 kg,1580,Pack,20334807,10/04/2026,573000000,0,1,1,1,
18/09/2025,D25014150,KD-1,SUMB50,QJAGU13,Jagung NK 212 20 X 1 kg,1460,Pack,20754381,25/08/2026,573000000,0,1,1,1,
18/09/2025,D25014150,KD-1,SUMB50,QJAGU13,Jagung NK 212 20 X 1 kg,1540,Pack,20754382,25/08/2026,573000000,0,1,1,1,
18/09/2025,D25014151,JLS,MADA01,QDECI02,Decis 25 EC 100 X 50 ml,200,Btl,PI41003853,01/07/2029,3060000,30,1,1,1,
18/09/2025,D25014152,P-2,SUMB47,QJAGU29,Jagung NK 7328 20 X 1 kg,2000,Pack,20783281,01/09/2026,288000000,0,1,1,1,
18/09/2025,D25014152,P-2,SUMB47,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,500,Pack,20783263,01/09/2026,288000000,0,1,1,1,
18/09/2025,D25014153,P-1,KONC17,QZINC01,Zinc 6 X 200 X 1 gr*,200,Pack,0,01/12/2029,2140000,0,1,1,1,
18/09/2025,D25014153,P-1,KONC17,QBIGG04,Biggrow Forte 6 X 200 X 1 gr*,200,Sach,3032023,01/12/2029,2140000,0,1,1,1,
18/09/2025,D25014154,SBY,DIAN02,QTALI06,Tali Gawar 989 40 X 600 gr*,400,Slop,0,1/1/1000,12000000,0,1,1,1,
18/09/2025,D25014155,KD-1,MITR43,QMETA04,Metachlor 650 EC 20 X 800 ml*,60,Btl,25021902,01/01/2030,9060000,60,1,1,1,
18/09/2025,D25014156,PROB,IBUT01,QMETI06,Metindo 25 WP 40 X 500 gr*,184,Pack,55948,01/03/2030,27000000,30,1,1,1,
18/09/2025,D25014156,PROB,IBUT01,QMETI06,Metindo 25 WP 40 X 500 gr*,216,Pack,55948,01/03/2030,27000000,30,1,1,1,
19/09/2025,D25014157,JLS,ALBA01,QATON07,Atonik 6.0 L 15 X 500 ml,30,Btl,511020625,01/05/2030,1620000,30,1,1,1,
19/09/2025,D25014158,KD-1,SUMB50,QATON07,Atonik 6.0 L 15 X 500 ml,750,Btl,711021225,01/07/2030,40500000,30,1,1,1,
19/09/2025,D25014159,JLS,AGUS24,QSMK36,Smk. Non Biji Barcelona 5 X 15 X 20 gr,15,Pack,19093001,14/04/2026,5262500,0,1,1,1,
19/09/2025,D25014159,JLS,AGUS24,QSMK32,Smk. Redin 20 X 6 X 20 gr,20,Pack,250423AF01,01/10/2026,5262500,0,1,1,1,
19/09/2025,D25014160,KD-2,BERK02,QJAGU29,Jagung NK 7328 20 X 1 kg,1500,Pack,20783286,01/09/2026,165750000,0,1,1,1,
19/09/2025,D25014161,SBY,RAWA01,QMETI01,Metindo 40 SP 10 X 10 X 100 gr,200,Pack,56998,01/08/2030,4500000,30,1,1,1,
19/09/2025,D25014162,JUBS,MAHK01,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,60,Pack,2712506355,12/03/2027,40500000,30,1,1,1,
19/09/2025,D25014162,JUBS,MAHK01,QBLEW03,Blewah Blaster F1 12 X 15 X 15 gr,360,Pack,418092541,15/03/2027,40500000,30,1,1,1,
19/09/2025,D25014163,BWI-2,EKAJ01,QNEOC01,Neocron 80 OL 20 X 500 ml*,120,Btl,66181,01/08/2029,26000000,30,1,1,1,
19/09/2025,D25014163,BWI-2,EKAJ01,QNEOC02,Neocron 80 OL 20 X 250 ml*,80,Btl,66200,01/03/2030,26000000,30,1,1,1,
19/09/2025,D25014164,SBY,FERY01,QMAES01,Maestro 200 EC 10 X 1 ltr,50,Btl,20250320,01/03/2030,7500000,30,1,1,1,
19/09/2025,D25014165,KD-1,PUSA08,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,120,Pack,2712506355,12/03/2027,81000000,30,1,1,1,
19/09/2025,D25014165,KD-1,PUSA08,QBLEW03,Blewah Blaster F1 12 X 15 X 15 gr,405,Pack,418092541,15/03/2027,81000000,30,1,1,1,
19/09/2025,D25014165,KD-1,PUSA08,QBLEW03,Blewah Blaster F1 12 X 15 X 15 gr,315,Pack,418250758,16/03/2027,81000000,30,1,1,1,
19/09/2025,D25014166,BWI-2,BERK49,QGOLD12,Gold Stick 20 X 1 ltr*,20,Btl,8,01/05/2028,1422500,0,1,1,1,
19/09/2025,D25014166,BWI-2,BERK49,QBENA01,Benang Pe mlg*,25,Kg,0,1/1/1000,1422500,0,1,1,1,
19/09/2025,D25014167,JUBS,KHAR04,QJAGU78,Jagung DK 9209C 20 X 1 kg,60,Pack,5CFB01D035,08/08/2026,102000000,0,1,1,1,
19/09/2025,D25014167,JUBS,KHAR04,QJAGU78,Jagung DK 9209C 20 X 1 kg,540,Pack,5CFB01D026,08/08/2026,102000000,0,1,1,1,
19/09/2025,D25014167,JUBS,KHAR04,QJAGU78,Jagung DK 9209C 20 X 1 kg,900,Pack,5CFB01D036,08/08/2026,102000000,0,1,1,1,
19/09/2025,D25014168,JUBS,FAST07,QDUMI02,Dumil 40 SP 25 X 400 gr*,15,Pack,20250620,01/08/2028,1095000,30,1,1,1,
19/09/2025,D25014169,SBY,MARY01,QMKP01,MKP 20 X 1 kg,3000,Pack,92025,01/09/2028,144000000,30,1,1,1,
19/09/2025,D25014170,JUBS,SAHA39,QFONI01,Fonium 200 SL 20 X 1 ltr,20,Btl,223300003,01/05/2029,1300000,30,1,1,1,
19/09/2025,D25014171,BWI-3,BIMO02,QSIDA11,Sidamec 20 EC Black 15 X 1 ltr,45,Btl,101B/15-08-25/B28,01/08/2030,6075000,60,1,1,1,
19/09/2025,D25014172,BWI-3,BERK24,QJAGU81,Jagung Manis Panglima F1 40 X 1750 biji,200,Pack,3241619,01/05/2026,18600000,30,1,1,1,
19/09/2025,D25014173,JUBS,SETI01,QMULS85,Mulsa Karisma Q989 60 cm X 17 kg (Roll)*,10,Roll,0,1/1/1000,8665000,30,1,1,1,
19/09/2025,D25014173,JUBS,SETI01,QMULS86,Mulsa Karisma Q989 60 cm X 8 kg (Roll)*,10,Roll,0,1/1/1000,8665000,30,1,1,1,
19/09/2025,D25014174,BWI-1,MULY07,QPETR02,Petrokum 0.005 BB 20 X 10 X 100 gr,1000,Pack,48120421,01/12/2029,4000000,30,1,1,1,
19/09/2025,D25014175,BWI-1,MULY07,QBIGG07,Biggrow 20 WP 6 X 50 X 5 gr*,9000,Sach,1012025,01/01/2031,324000000,90,1,1,1,
19/09/2025,D25014176,BWI-1,LAYA01,QBAST03,Bastnate 200 SL 12 X 1 ltr*,24,Btl,25RFS0632,01/02/2030,1728000,60,1,1,1,
19/09/2025,D25014177,P-1,TANI53,QTIMU04,Timun Renes F1 12 X 15 X 10 gr*,15,Pack,2292010149,14/10/2026,24300000,60,1,1,1,
19/09/2025,D25014177,P-1,TANI53,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,120,Pack,2712506355,12/03/2027,24300000,60,1,1,1,
19/09/2025,D25014177,P-1,TANI53,QBLEW03,Blewah Blaster F1 12 X 15 X 15 gr,180,Pack,418250756,16/03/2027,24300000,60,1,1,1,
19/09/2025,D25014178,BLI-2,TUNA02,QCAST01,Castora 40 SP 10 X 10 X 100 gr*,100,Pack,220328,01/07/2027,11284000,30,1,1,1,
19/09/2025,D25014178,BLI-2,TUNA02,QKARI01,Karissnail 6 PL 20 X 500 gr (M2U)*,100,Pack,29173401,01/08/2028,11284000,30,1,1,1,
19/09/2025,D25014178,BLI-2,TUNA02,QNEMA03,Nemaguard 10 GR 10 X 1 kg*,20,Pack,181093,01/11/2029,11284000,30,1,1,1,
19/09/2025,D25014178,BLI-2,TUNA02,QCAST02,Castora 40 SP 24 X 400 gr*,24,Pack,222033,01/06/2030,11284000,30,1,1,1,
19/09/2025,D25014179,BLI-1,PING01,QUNIH02,Unihit 100/20 SC 40 X 250 ml*,80,Btl,20241015011,01/10/2027,11832500,30,1,1,1,
19/09/2025,D25014179,BLI-1,PING01,QZAPA01,ZA Pak Tani 50 kg,5,Zak,23102024,01/10/2027,11832500,30,1,1,1,
19/09/2025,D25014179,BLI-1,PING01,QVALL01,Valley 10 x 1 kg*,20,Pack,PNB41003386,01/05/2030,11832500,30,1,1,1,
19/09/2025,D25014179,BLI-1,PING01,QBION02,Bionik 400 EC 20 X 500 ml*,40,Btl,50502999,01/06/2030,11832500,30,1,1,1,
19/09/2025,D25014180,BWI-2,BINT08,QMAMI03,Mamigro 12-9-6 20 X 1 ltr,40,Btl,M0925C0701,01/03/2030,1680000,30,1,1,1,
19/09/2025,D25014181,SBY,SAHA34,QPREV02,Prevathon 50 SC 40 X 100 ml,40,Btl,V1103M1609,01/08/2027,2320000,0,1,1,1,
19/09/2025,D25014182,PROB,BUMI01,QTIMU06,Timun Wuku 12 X 10 X 20 gr,166,Pack,47250703,07/01/2027,39600000,30,1,1,1,
19/09/2025,D25014182,PROB,BUMI01,QTIMU06,Timun Wuku 12 X 10 X 20 gr,230,Pack,47250703,07/01/2027,39600000,30,1,1,1,
19/09/2025,D25014182,PROB,BUMI01,QTIMU06,Timun Wuku 12 X 10 X 20 gr,426,Pack,47250601,09/01/2027,39600000,30,1,1,1,
19/09/2025,D25014182,PROB,BUMI01,QTIMU06,Timun Wuku 12 X 10 X 20 gr,978,Pack,47250704,14/01/2027,39600000,30,1,1,1,
19/09/2025,D25014183,KD-1,ALFA04,QEMAC01,Emacel 30 EC 50 X 100 ml*,50,Btl,20022025,01/02/2028,6795000,0,1,1,1,
19/09/2025,D25014183,KD-1,ALFA04,QABAC07,Abacel 18 EC 50 X 100 ml,50,Btl,15052025,01/05/2028,6795000,0,1,1,1,
19/09/2025,D25014183,KD-1,ALFA04,QEMAC05,Emacel 30 EC 40 X 250 ml*,40,Btl,10062025,01/06/2028,6795000,0,1,1,1,
19/09/2025,D25014183,KD-1,ALFA04,QLOGA03,Logamate 440 EC 20 X 500 ml*,20,Btl,25070110,01/06/2030,6795000,0,1,1,1,
19/09/2025,D25014184,KD-1,ALFA04,QTIMU04,Timun Renes F1 12 X 15 X 10 gr*,15,Pack,2292010149,14/10/2026,5400000,0,1,1,1,
19/09/2025,D25014184,KD-1,ALFA04,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,120,Pack,2712506355,12/03/2027,5400000,0,1,1,1,
19/09/2025,D25014185,KD-1,ALFA04,QJAGU100,Jagung Manis Golden Boy F1 20 X +/-3600 biji,20,Pack,250901AF01,01/06/2026,2560000,0,1,1,1,
19/09/2025,D25014186,KD-2,SUMB216,QJAGU78,Jagung DK 9209C 20 X 1 kg,120,Pack,5CFB01D026,08/08/2026,8160000,0,1,1,1,
19/09/2025,D25014187,KD-2,SUMB216,QMIPC03,Mipcinta 50 WP 20 X 500 gr,40,Pack,49050915,01/05/2030,2040000,0,1,1,1,
19/09/2025,D25014188,JLS,PUTR18,QORCA02,Orca 480 SL 20 ltr,2,Pail,1.01251E+11,01/05/2030,3640000,30,1,1,1,
19/09/2025,D25014188,JLS,PUTR18,QBRAU03,Braunxone Gold 276 SL 20 ltr,2,Pail,L240525,01/05/2030,3640000,30,1,1,1,
19/09/2025,D25014189,SBY,FARM02,QTIMU04,Timun Renes F1 12 X 15 X 10 gr*,5,Pack,2292010149,14/10/2026,7042500,0,1,1,1,
19/09/2025,D25014189,SBY,FARM02,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,50,Pack,2712506355,12/03/2027,7042500,0,1,1,1,
19/09/2025,D25014189,SBY,FARM02,QBLEW03,Blewah Blaster F1 12 X 15 X 15 gr,45,Pack,418250756,16/03/2027,7042500,0,1,1,1,
19/09/2025,D25014190,MD-1,CIPT01,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,820,Pack,20783263,01/09/2026,1048000000,0,1,1,1,
19/09/2025,D25014190,MD-1,CIPT01,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,2480,Pack,20783265,01/09/2026,1048000000,0,1,1,1,
19/09/2025,D25014190,MD-1,CIPT01,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,4700,Pack,20783265,01/09/2026,1048000000,0,1,1,1,
19/09/2025,D25014191,PROB,DELI01,QBLEW03,Blewah Blaster F1 12 X 15 X 15 gr,180,Pack,418250756,16/03/2027,18900000,0,1,1,1,
19/09/2025,D25014192,KD-2,USAH06,QJAGU29,Jagung NK 7328 20 X 1 kg,920,Pack,20783286,01/09/2026,333000000,0,1,1,1,
19/09/2025,D25014192,KD-2,USAH06,QJAGU29,Jagung NK 7328 20 X 1 kg,2080,Pack,20783286,01/09/2026,333000000,0,1,1,1,
19/09/2025,D25014194,BWI-3,MUNA01,QMELO26,Melon Amanda Tavi F1 20 X 10 X 550 biji,50,Pack,250805AF01,01/02/2027,9250000,30,1,1,1,
19/09/2025,D25014195,KD-2,TANI49,QRATO01,Ratol 80 P 10 X 100 X 10 gr*,5000,Pack,FW80ZNP002,01/06/2027,15000000,30,1,1,1,
19/09/2025,D25014196,KD-2,SURY36,QLANN01,Lannate 40 SP 10 X 10 X 100 gr,100,Pack,AUG25SDR05,01/08/2028,3325000,0,1,1,1,
19/09/2025,D25014197,KD-2,SURY36,QREMA02,Remazole-P 490 EC 40 X 250 ml,40,Btl,2310020239,01/04/2029,8680000,30,1,1,1,
19/09/2025,D25014198,JUBS,FORT02,QTANG49,Tangki Dragon Star 16 ltr baterai (Biru)*,5,Pcs,0,1/1/1000,2025000,30,1,1,1,
19/09/2025,D25014199,KD-1,MULU01,QMKP01,MKP 20 X 1 kg,200,Pack,92025,01/09/2028,9700000,30,1,1,1,
19/09/2025,D25014200,KD-1,MULU01,QCAUL06,Cauli Flower Kiran F1 50 X 10 X 10 gr,259,Pack,784420,01/04/2027,34576500,30,1,1,1,
19/09/2025,D25014201,KD-2,PAYU01,QJAGU29,Jagung NK 7328 20 X 1 kg,200,Pack,20783283,01/09/2026,22200000,0,1,1,1,
19/09/2025,D25014202,JLS,TAND01,QTIMU04,Timun Renes F1 12 X 15 X 10 gr*,7,Pack,2292010149,14/10/2026,3150000,30,1,1,1,
19/09/2025,D25014202,JLS,TAND01,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,10,Pack,2712506355,12/03/2027,3150000,30,1,1,1,
19/09/2025,D25014202,JLS,TAND01,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,60,Pack,130092541,15/03/2027,3150000,30,1,1,1,
19/09/2025,D25014203,PROB,BUMI01,QBLEW03,Blewah Blaster F1 12 X 15 X 15 gr,420,Pack,418250756,16/03/2027,44100000,0,1,1,1,
19/09/2025,D25014204,BWI-1,BARU02,QMAES01,Maestro 200 EC 10 X 1 ltr,10,Btl,20250320,01/03/2030,4700000,30,1,1,1,
19/09/2025,D25014204,BWI-1,BARU02,QMAES02,Maestro 200 EC 20 X 500 ml,40,Btl,20250423,01/04/2030,4700000,30,1,1,1,
