tgl_inputer,kd_faktur,kd_rute,kd_customer,kd_barang,nama_barang,qty,satuan,no_lot,tgl_exp,nominal_p,jtempo,upload_sts,data_sts,barang_sts,
15/09/2025,B25011694,KD-2,ALMU02,QLOGA07,Logamate 440 EC 40 x 250 ml*,40,Btl,25041103,01/03/2030,1400000,30,1,1,1,
15/09/2025,B25011695,JLS,SLAM04,QMKP01,MKP 20 X 1 kg,816,Pack,82025,01/08/2028,95000000,30,1,1,1,
15/09/2025,B25011695,JLS,SLAM04,QMKP01,MKP 20 X 1 kg,1184,Pack,82025,01/08/2028,95000000,30,1,1,1,
15/09/2025,B25011696,KD-2,TOKO12,QKRES07,Kresnatop 500 SC 20 X 1 ltr,20,Btl,50722113,01/08/2030,15420000,0,1,1,1,
15/09/2025,B25011696,KD-2,TOKO12,QKRES07,Kresnatop 500 SC 20 X 1 ltr,60,Btl,50718110,01/08/2030,15420000,0,1,1,1,
15/09/2025,B25011696,KD-2,TOKO12,QEMAP03,Emaplus 50 EC 50 X 80 ml*,50,Btl,20240302,01/06/2028,15420000,0,1,1,1,
15/09/2025,B25011696,KD-2,TOKO12,QKRES05,Kresnatop 500 SC 4 X 5 ltr,12,Gal,50626093,01/07/2030,15420000,0,1,1,1,
15/09/2025,B25011697,KD-2,TANJ02,QNOST04,Nostro 440 EC 40 X 250 ml ( label hijau )*,40,Btl,L140625,01/06/2030,1660000,30,1,1,1,
15/09/2025,B25011698,KD-1,BENI02,QATON09,Atonik 6.0 L 30 X 250 ml,30,Btl,611022025,01/06/2030,1465000,30,1,1,1,
15/09/2025,B25011698,KD-1,BENI02,QATON08,Atonik 6.0 L 50 X 100 ml,50,Btl,611021625,01/06/2030,1465000,30,1,1,1,
15/09/2025,B25011699,P-2,WAHO01,QPOIN01,Pointer 276 SL 20 X 1 ltr New*,220,Btl,1025294,01/07/2027,10000000.08,60,1,1,1,
15/09/2025,B25011700,JUBS,BERK53,QSPON07,Spontas 450 SL 20 X 500 ml*,4,Btl,3.01251E+11,01/05/2030,320000,30,1,1,1,
15/09/2025,B25011700,JUBS,BERK53,QSPON07,Spontas 450 SL 20 X 500 ml*,6,Btl,3.01251E+11,01/08/2030,320000,30,1,1,1,
15/09/2025,B25011702,P-2,SUMB173,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,500,Pack,20756928,10/08/2026,66750000,0,1,1,1,
15/09/2025,B25011703,PROB,ABDI07,QAMBE02,Ambest 100 ME 40 X 250 ml,40,Btl,8366,01/06/2029,11000000,30,1,1,1,
15/09/2025,B25011703,PROB,ABDI07,QKELP01,Kelpak 11/0.031 SL 20 X 500 ml*,20,Btl,01150924A,01/01/2030,11000000,30,1,1,1,
15/09/2025,B25011704,JLS,SEDU03,QSIKL02,Siklon 5.7 WG 4 X 40 X 25 gr*,40,Pack,2412015,01/12/2029,1929250,30,1,1,1,
15/09/2025,B25011704,JLS,SEDU03,QMULS22,Mulsa Karisma 60 cm / 10 kg (Roll),2,Roll,0,1/1/1000,1929250,30,1,1,1,
15/09/2025,B25011705,BWI-2,DWIP01,QSPRA24,Sprayboost 40 X 250 ml*,40,Btl,MFD202002004,01/02/2027,3720000,60,1,1,1,
15/09/2025,B25011705,BWI-2,DWIP01,QSPRA50,Sprayboost 20 X 500 ml,20,Btl,L220625,01/06/2030,3720000,60,1,1,1,
15/09/2025,B25011706,P-1,UNGG01,QAGRI07,Agrimec 18 EC 40 X 250 ml,80,Btl,JAK4J146XX,01/10/2027,7600000,60,1,1,1,
15/09/2025,B25011707,JUBS,AGRO52,QNPKM13,NPK 17-17-17 MPS 20 kg,10,Zak,0,01/02/2026,4200000,30,1,1,1,
15/09/2025,B25011707,JUBS,AGRO52,QPUPU04,Pupuk Fosfat 50 kg MPS*,11,Zak,A3/07/2025,01/07/2027,4200000,30,1,1,1,
15/09/2025,B25011708,KD-1,MUJU01,QBASV01,Basvidor 25 WP 100 X 100 gr*,100,Pack,20250210,01/02/2027,8005000,30,1,1,1,
15/09/2025,B25011708,KD-1,MUJU01,QLEMA01,Lem Ajaib 50 X 100 ml*,50,Btl,17103409,01/07/2028,8005000,30,1,1,1,
15/09/2025,B25011708,KD-1,MUJU01,QLOGA03,Logamate 440 EC 20 X 500 ml*,40,Btl,25070110,01/06/2030,8005000,30,1,1,1,
15/09/2025,B25011709,JLS,KONC18,QKENC01,Kencis 55 EW 24 X 500 ml*,5,Btl,310322,01/09/2027,4005000,0,1,1,1,
15/09/2025,B25011709,JLS,KONC18,QMUTU01,Mutual 25/25 WP 100 X 100 gr*,5,Pack,2024ES1108,01/11/2029,4005000,0,1,1,1,
15/09/2025,B25011709,JLS,KONC18,QSILK01,Silken 100 X 100 ml,100,Btl,2408140,01/03/2030,4005000,0,1,1,1,
15/09/2025,B25011709,JLS,KONC18,QSPRA15,Sprayer Elektrik Quda Karisma 16 ltr*,1,Pcs,0,1/1/1000,4005000,0,1,1,1,
15/09/2025,B25011710,KD-1,SOKO01,QMULS22,Mulsa Karisma 60 cm / 10 kg (Roll),20,Roll,0,1/1/1000,5486000,30,1,1,1,
15/09/2025,B25011711,SBY,SAKI02,QGARD01,Gardara 10 SP 100 X 100 gr*,300,Pack,NISP241010,01/11/2029,8250000,0,1,1,1,
15/09/2025,B25011712,MLG,KARY04,QJAGU29,Jagung NK 7328 20 X 1 kg,200,Pack,20322398,08/04/2026,22200000,0,1,1,1,
15/09/2025,B25011713,BWI-1,TANI189,QMUL128,Mulsa Hanoman 50 cm X 17 kg (Roll)*,5,Roll,0,1/1/1000,2847500,30,1,1,1,
15/09/2025,B25011714,P-2,WAHO01,QQIUM06,Qiumex 36 EC 40 X 250 ml*,40,Btl,20250714,01/07/2030,1840000,60,1,1,1,
15/09/2025,B25011715,BWI-2,TUNA03,QDKFE02,DK Fenzo 120 SC 20 X 500 ml*,5,Btl,4501DD4551,01/11/2029,1980000,30,1,1,1,
15/09/2025,B25011715,BWI-2,TUNA03,QAPPL01,Applaud 10 WP 20 X 5 X 100 gr,10,Pack,48111515,01/11/2029,1980000,30,1,1,1,
15/09/2025,B25011715,BWI-2,TUNA03,QHEXA02,Hexacar 100 SC 40 X 250 ml*,5,Btl,25031304,01/02/2030,1980000,30,1,1,1,
15/09/2025,B25011715,BWI-2,TUNA03,QHEXA07,Hexacar 100 SC 25 X 500 ml*,10,Btl,25060307,01/05/2030,1980000,30,1,1,1,
15/09/2025,B25011716,JUBS,GREE01,QTIMU29,Timun Semi F1 12 X 10 X 20 gr*,8,Pack,2710925127,08/03/2027,360000,30,1,1,1,
15/09/2025,B25011717,JUBS,GREE01,QBAME01,Bamex 18 EC 100 X 50 ml (M2U),5,Btl,26113401,01/02/2028,615000,30,1,1,1,
15/09/2025,B25011717,JUBS,GREE01,QBAME04,Bamex 18 EC 50 X 100 ml (M2U),5,Btl,23123401,01/03/2028,615000,30,1,1,1,
15/09/2025,B25011718,SBY,BARO09,QTERO23,Terong Prince 07 F1 20 X 24 X 5 gr,48,Pack,250519AF01,20/11/2026,1272000,30,1,1,1,
15/09/2025,B25011719,SBY,BARO09,QJAGU29,Jagung NK 7328 20 X 1 kg,1000,Pack,20322398,08/04/2026,243000000,0,1,1,1,
15/09/2025,B25011719,SBY,BARO09,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,1000,Pack,20756928,10/08/2026,243000000,0,1,1,1,
15/09/2025,B25011720,KD-1,PUSA08,QCABE63,Cabe Darmais F1 12 X 15 X 10 gr,30,Pack,286241178,12/08/2026,3150000,30,1,1,1,
15/09/2025,B25011721,SBY,HARA11,QMANO01,Manohara 20 X 1 kg*,440,Pack,82025,01/08/2030,7000000,30,1,1,1,
15/09/2025,B25011722,BWI-2,MITR09,QVICT02,Victory 80 WP 20 X 1 kg,20,Pack,F0425E2801,01/05/2027,6975000,30,1,1,1,
15/09/2025,B25011722,BWI-2,MITR09,QAGUS02,Agus 500 SC 40 X 250 ml*,10,Btl,ADV153N059,01/06/2028,6975000,30,1,1,1,
15/09/2025,B25011722,BWI-2,MITR09,QLANN01,Lannate 40 SP 10 X 10 X 100 gr,50,Pack,AUG25SDR05,01/08/2028,6975000,30,1,1,1,
15/09/2025,B25011722,BWI-2,MITR09,QBLAS01,Blast 200 SC 20 X 500 ml,20,Btl,3101EE3141,01/07/2029,6975000,30,1,1,1,
15/09/2025,B25011722,BWI-2,MITR09,QALFA01,Alfatox 50 EC 20 X 400 ml*,20,Btl,6329U2007,01/07/2030,6975000,30,1,1,1,
15/09/2025,B25011723,BWI-2,MITR09,QAGRI04,Agristick 400 L 12 X 1 ltr,12,Btl,PI43004581,01/08/2027,4862000,30,1,1,1,
15/09/2025,B25011723,BWI-2,MITR09,QOPLO04,Oplosan 550/60 EC 10 X 800 ml,5,Btl,30143401,01/05/2028,4862000,30,1,1,1,
15/09/2025,B25011723,BWI-2,MITR09,QOPLO04,Oplosan 550/60 EC 10 X 800 ml,5,Btl,23143401,01/05/2028,4862000,30,1,1,1,
15/09/2025,B25011723,BWI-2,MITR09,QLEMA01,Lem Ajaib 50 X 100 ml*,20,Btl,17103409,01/07/2028,4862000,30,1,1,1,
15/09/2025,B25011723,BWI-2,MITR09,QMETI02,Metindo 40 SP 40 X 200 gr,5,Pack,56940,01/04/2030,4862000,30,1,1,1,
15/09/2025,B25011723,BWI-2,MITR09,QMETI02,Metindo 40 SP 40 X 200 gr,15,Pack,56962,01/06/2030,4862000,30,1,1,1,
15/09/2025,B25011724,SBY,ILHA06,QFONI01,Fonium 200 SL 20 X 1 ltr,40,Btl,223300003,01/05/2029,2600000,30,1,1,1,
15/09/2025,B25011725,KD-2,BERK64,QJAGU25,Jagung Pertiwi 6 20 X 1 kg,100,Pack,250005B,01/08/2026,8400000,30,1,1,1,
15/09/2025,B25011726,KD-2,BERK64,QPARA02,Paratop 276 SL 20 X 1 ltr,220,Btl,123100048,01/12/2027,24100000,30,1,1,1,
15/09/2025,B25011726,KD-2,BERK64,QEMAP03,Emaplus 50 EC 50 X 80 ml*,50,Btl,20240302,01/06/2028,24100000,30,1,1,1,
15/09/2025,B25011726,KD-2,BERK64,QKRES07,Kresnatop 500 SC 20 X 1 ltr,100,Btl,50722113,01/08/2030,24100000,30,1,1,1,
15/09/2025,B25011727,JLS,JAYA51,QANTR01,Antracol 70 WP 12 X 1 kg,12,Pack,PI24000643,01/06/2028,3382000,0,1,1,1,
15/09/2025,B25011727,JLS,JAYA51,QANTR02,Antracol 70 WP 20 X 500 gr,20,Pack,PI24000637,01/06/2028,3382000,0,1,1,1,
15/09/2025,B25011728,P-1,TANI53,QPIRA02,Piraklo 250 EC 40 X 250 ml*,80,Btl,230425,01/07/2028,13040000,60,1,1,1,
15/09/2025,B25011729,JUBS,ERAT01,QAMOL02,Amolin 300 EC 40 X 250 ml*,40,Btl,ADV280V035,01/10/2028,4880000,30,1,1,1,
15/09/2025,B25011730,BWI-1,MUJA01,QMAES02,Maestro 200 EC 20 X 500 ml,60,Btl,20250423,01/04/2030,4800000,30,1,1,1,
15/09/2025,B25011731,BWI-2,DWIP01,QMKP01,MKP 20 X 1 kg,40,Pack,82025,01/08/2028,1940000,30,1,1,1,
15/09/2025,B25011732,JLS,BIMA04,QAKAL01,Akalis 550 SC 10 X 1 ltr,10,Btl,ADV08600909,01/09/2026,5050000,30,1,1,1,
15/09/2025,B25011732,JLS,BIMA04,QAKAL02,Akalis 550 SC 20 X 500 ml,20,Btl,ADV348E016,01/12/2027,5050000,30,1,1,1,
15/09/2025,B25011733,JLS,BURS01,QJAGU97,Jagung Bisi 234 20 X 1 kg,40,Pack,250602BF02,26/05/2026,3300000,30,1,1,1,
15/09/2025,B25011734,BWI-1,LAYA02,QBORO01,Boron 6 X 200 X 1 gr*,1200,Pack,0,01/12/2029,114000000,60,1,1,1,
15/09/2025,B25011734,BWI-1,LAYA02,QBIGG07,Biggrow 20 WP 6 X 50 X 5 gr*,3000,Sach,1012025,01/01/2031,114000000,60,1,1,1,
15/09/2025,B25011735,JLS,SAIL01,QCURA01,Curacron 500 EC 20 X 500 ml,20,Btl,JAK5D23043,01/04/2026,6497500,30,1,1,1,
15/09/2025,B25011735,JLS,SAIL01,QCURA02,Curacron 500 EC 40 X 250 ml,40,Btl,JAK5E08054,01/05/2026,6497500,30,1,1,1,
15/09/2025,B25011735,JLS,SAIL01,QPACL01,Paclo 15 WP 16 X 5 X 100 gr*,25,Pack,0,01/03/2030,6497500,30,1,1,1,
15/09/2025,B25011736,JLS,PODO01,QJAGU108,Jagung Manis Golden Boy F1 10 X 7200 biji,20,Pack,250822AF01,01/05/2026,5000000,30,1,1,1,
15/09/2025,B25011737,MD-2,NUAN01,QMIPC03,Mipcinta 50 WP 20 X 500 gr,200,Pack,49050915,01/05/2030,51000000,60,1,1,1,
15/09/2025,B25011737,MD-2,NUAN01,QMIPC03,Mipcinta 50 WP 20 X 500 gr,800,Pack,49050915,01/05/2030,51000000,60,1,1,1,
15/09/2025,B25011738,JUBS,TANI56,QEM-401,EM-4 Ternak (LC) 15 X 1 ltr,15,Btl,220825,01/08/2027,660000,30,1,1,1,
15/09/2025,B25011738,JUBS,TANI56,QBRAP01,Braphon 488 SL 50 X 100 ml*,15,Btl,140325F,01/03/2030,660000,30,1,1,1,
15/09/2025,B25011739,JLS,HASI04,QJAGU108,Jagung Manis Golden Boy F1 10 X 7200 biji,50,Pack,250822AF01,01/05/2026,12500000,30,1,1,1,
15/09/2025,B25011740,JLS,HASI04,QTOMA32,Tomat Comodor F1 20 X 20 X 1750 biji,60,Pack,250604AF01,01/12/2026,9900000,30,1,1,1,
15/09/2025,B25011741,JLS,SAIL01,QGLUF03,Glufa 200 SL 20 X 1 ltr,220,Btl,222020044,01/07/2029,14400000,30,1,1,1,
15/09/2025,B25011742,BWI-2,UTAM01,QMUTU02,Mutual 25/25 WP 40 X 250 gr*,80,Pack,2025LY0326,01/03/2030,10800000,60,1,1,1,
15/09/2025,B25011743,PROB,BUMI01,QALFA02,Alfatox 50 EC 40 X 200 ml*,2,Btl,63353Y4006,01/10/2029,425000,30,1,1,1,
15/09/2025,B25011743,PROB,BUMI01,QALFA02,Alfatox 50 EC 40 X 200 ml*,3,Btl,63255U0021,01/02/2030,425000,30,1,1,1,
15/09/2025,B25011743,PROB,BUMI01,QALFA01,Alfatox 50 EC 20 X 400 ml*,5,Btl,6329U2007,01/07/2030,425000,30,1,1,1,
15/09/2025,B25011744,JUBS,SEKU01,QSIDA11,Sidamec 20 EC Black 15 X 1 ltr,15,Btl,I001B,01/06/2030,2025000,60,1,1,1,
15/09/2025,B25011745,KD-1,RIKA01,QSIDA11,Sidamec 20 EC Black 15 X 1 ltr,75,Btl,I001B,01/06/2030,9750000,60,1,1,1,
16/09/2025,B25011746,PROB,DELI01,QJAGU87,Jagung NK 212 BTGT 20 X 1 kg,40,Pack,20607186,06/07/2026,9040000,0,1,1,1,
16/09/2025,B25011746,PROB,DELI01,QJAGU13,Jagung NK 212 20 X 1 kg,60,Pack,20754379,25/08/2026,9040000,0,1,1,1,
16/09/2025,B25011747,KD-1,SRIR19,QBELL02,Bellator 265 SC 25 X 200 ml,50,Btl,20250309,01/03/2028,12700000,60,1,1,1,
16/09/2025,B25011747,KD-1,SRIR19,QVALL01,Valley 10 x 1 kg*,90,Pack,PNB41003386,01/05/2030,12700000,60,1,1,1,
16/09/2025,B25011747,KD-1,SRIR19,QSPRA15,Sprayer Elektrik Quda Karisma 16 ltr*,2,Pcs,0,1/1/1000,12700000,60,1,1,1,
16/09/2025,B25011748,JUBS,ABDI08,QQIUM03,Qiumex 36 EC 20 X 500 ml*,20,Btl,20240507,01/05/2029,3550000,30,1,1,1,
16/09/2025,B25011748,JUBS,ABDI08,QQIUM07,Qiumex 36 EC 10 X 1 ltr*,10,Btl,20250806,01/08/2030,3550000,30,1,1,1,
16/09/2025,B25011749,MD-2,NUAN01,QEM-403,EM-4 Pertanian (LK) 15 X 1 ltr,615,Btl,210825,01/08/2027,41875000,60,1,1,1,
16/09/2025,B25011749,MD-2,NUAN01,QEM-403,EM-4 Pertanian (LK) 15 X 1 ltr,135,Btl,220825,01/08/2027,41875000,60,1,1,1,
16/09/2025,B25011749,MD-2,NUAN01,QBLAS01,Blast 200 SC 20 X 500 ml,400,Btl,3101EE3141,01/07/2029,41875000,60,1,1,1,
16/09/2025,B25011750,MD-1,ANDA02,QLOGA07,Logamate 440 EC 40 x 250 ml*,80,Btl,25041103,01/03/2030,3550000,60,1,1,1,
16/09/2025,B25011750,MD-1,ANDA02,QLOGA01,Logamate 440 EC 50 x 100 ml*,50,Btl,25062510,01/05/2030,3550000,60,1,1,1,
16/09/2025,B25011751,SBY,SAHA34,QMKP01,MKP 20 X 1 kg,40,Pack,82025,01/08/2028,6000000,30,1,1,1,
16/09/2025,B25011751,SBY,SAHA34,QMETI02,Metindo 40 SP 40 X 200 gr,40,Pack,56962,01/06/2030,6000000,30,1,1,1,
16/09/2025,B25011751,SBY,SAHA34,QMETI01,Metindo 40 SP 10 X 10 X 100 gr,100,Pack,56998,01/08/2030,6000000,30,1,1,1,
16/09/2025,B25011752,JUBS,BINT31,QJAGU17,Jagung Pertiwi 3 20 X 1 kg,20,Pack,240196C,01/08/2026,6080000,30,1,1,1,
16/09/2025,B25011752,JUBS,BINT31,QJAGU25,Jagung Pertiwi 6 20 X 1 kg,60,Pack,250005B,01/08/2026,6080000,30,1,1,1,
16/09/2025,B25011753,JLS,IKAJ01,QJAGU95,Jagung Bisi 235 20 X 1 kg,40,Pack,250729CF02,10/07/2026,12240000,30,1,1,1,
16/09/2025,B25011753,JLS,IKAJ01,QJAGU17,Jagung Pertiwi 3 20 X 1 kg,40,Pack,240196C,01/08/2026,12240000,30,1,1,1,
16/09/2025,B25011753,JLS,IKAJ01,QJAGU92,Jagung Bisi 18 20 X 1 kg (+Kaos),20,Pack,250820CF01,04/08/2026,12240000,30,1,1,1,
16/09/2025,B25011753,JLS,IKAJ01,QJAGU78,Jagung DK 9209C 20 X 1 kg,24,Pack,5CFB01D029,08/08/2026,12240000,30,1,1,1,
16/09/2025,B25011753,JLS,IKAJ01,QJAGU78,Jagung DK 9209C 20 X 1 kg,36,Pack,5CFB01D029,08/08/2026,12240000,30,1,1,1,
16/09/2025,B25011754,JLS,IKAJ01,QGAME01,Gamectin 30 EC 100 X 100 ml*,100,Btl,2025SM0404,01/04/2030,3000000,30,1,1,1,
16/09/2025,B25011755,P-1,HIKM01,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,3000,Pack,20765648,25/08/2026,396000000,0,1,1,1,
16/09/2025,B25011756,BWI-2,GUNU01,QKARI01,Karissnail 6 PL 20 X 500 gr (M2U)*,800,Pack,29173401,01/08/2028,58100000,60,1,1,1,
16/09/2025,B25011756,BWI-2,GUNU01,QKARI03,Karissnail 6 PL 50 X 200 gr (M2U)*,650,Pack,29173401,01/08/2028,58100000,60,1,1,1,
16/09/2025,B25011757,BLI-1,KARY03,QPUPU04,Pupuk Fosfat 50 kg MPS*,50,Zak,A3/07/2025,01/07/2027,6750000,30,1,1,1,
16/09/2025,B25011758,BWI-2,EKAJ01,QABEN01,Abenz 22 EC 100 X 100 ml,100,Btl,ADV321E045,01/11/2029,6900000,30,1,1,1,
16/09/2025,B25011759,JLS,TANI30,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,40,Pack,20765648,25/08/2026,5340000,30,1,1,1,
16/09/2025,B25011760,JUBS,SETI01,QPUPU09,Pupuk Nakula Alegro 10 X 1 kg*,10,Pack,0,01/10/2025,935000,30,1,1,1,
16/09/2025,B25011760,JUBS,SETI01,QVALL01,Valley 10 x 1 kg*,10,Pack,PNB41003386,01/05/2030,935000,30,1,1,1,
16/09/2025,B25011761,SBY,LAJU01,QPAKE01,Paket Convey 336 SC 10 X 40 ml,14,Btl,249DQ12002,01/11/2026,51800000,30,1,1,1,
16/09/2025,B25011761,SBY,LAJU01,QPAKE01,Paket Convey 336 SC 10 X 40 ml,6,Btl,249DQ12003,01/11/2026,51800000,30,1,1,1,
16/09/2025,B25011761,SBY,LAJU01,QPAKE01,Paket Convey 336 SC 10 X 40 ml,80,Btl,259DQ01001,01/11/2026,51800000,30,1,1,1,
16/09/2025,B25011761,SBY,LAJU01,QPAKE02,Paket Convey 336 SC 20 X 20 ml,40,Btl,259CQ01001,01/12/2026,51800000,30,1,1,1,
16/09/2025,B25011761,SBY,LAJU01,QPAKE02,Paket Convey 336 SC 20 X 20 ml,60,Btl,259CQ01002,01/12/2026,51800000,30,1,1,1,
16/09/2025,B25011762,MD-1,RIZK05,QJAGU94,Jagung NK 7328 BTGT 20 X 1 kg,1000,Pack,20765648,25/08/2026,132000000,30,1,1,1,
16/09/2025,B25011763,BWI-1,LANG01,QGAND03,Gandasil D 144 X 100 gr,144,Pack,BN2527,01/07/2028,38803200,30,1,1,1,
16/09/2025,B25011763,BWI-1,LANG01,QGAND04,Gandasil D 24 X 500 gr,240,Pack,3515,01/08/2028,38803200,30,1,1,1,
16/09/2025,B25011763,BWI-1,LANG01,QGAND02,Gandasil B 24 X 500 gr,720,Pack,BN3524,01/08/2028,38803200,30,1,1,1,
16/09/2025,B25011764,BWI-3,MUNA01,QZAPA01,ZA Pak Tani 50 kg,10,Zak,23102024,01/10/2027,2025000,30,1,1,1,
16/09/2025,B25011765,BWI-3,MUNA01,QJAGU72,Jagung Bisi 321 20 X 1 kg (+Kaos),140,Pack,250715BF01,07/07/2026,8610000,30,1,1,1,
16/09/2025,B25011766,BWI-2,TANI14,QSMK31,Smk. Big Maduri F1 12 X 10 X 20 gr,50,Pack,339082554,14/02/2027,5500000,30,1,1,1,
16/09/2025,B25011767,BWI-2,DWIP01,QKARI03,Karissnail 6 PL 50 X 200 gr (M2U)*,50,Pack,29173401,01/08/2028,1250000,30,1,1,1,
16/09/2025,B25011768,BWI-2,DWIP01,QJAGU04,Jagung Bisi 2 20 X 1 kg,20,Pack,250724BF01,07/07/2026,1430000,30,1,1,1,
16/09/2025,B25011769,JUBS,MAJU09,QCOPC03,Copcide 77 WP 40 X 400 gr,5,Pack,F1825E2001,01/05/2027,3089000,30,1,1,1,
16/09/2025,B25011769,JUBS,MAJU09,QCOPC06,Copcide 77 WP 100 X 100 gr,20,Pack,F1825F1901,01/06/2027,3089000,30,1,1,1,
16/09/2025,B25011769,JUBS,MAJU09,QTOPS09,Topsil D/H 30 X 450 gr*,30,Pack,1032021621,01/10/2027,3089000,30,1,1,1,
16/09/2025,B25011769,JUBS,MAJU09,QGAND03,Gandasil D 144 X 100 gr,50,Pack,BN2527,01/07/2028,3089000,30,1,1,1,
16/09/2025,B25011769,JUBS,MAJU09,QGAND02,Gandasil B 24 X 500 gr,24,Pack,BN3524,01/08/2028,3089000,30,1,1,1,
16/09/2025,B25011770,BWI-2,BARO03,QLEMA02,Lem Ajaib 50 X 50 ml*,5,Btl,17103401,01/01/2028,4746000,30,1,1,1,
16/09/2025,B25011770,BWI-2,BARO03,QMUL07,Mulsa Ori Gajah 0.3 70 cm X 9 kg (Roll)*,2,Roll,0,1/1/1000,4746000,30,1,1,1,
16/09/2025,B25011770,BWI-2,BARO03,QMUL103,Mulsa Ori Gajah 0.3 60 cm X 9 kg (Roll)*,4,Roll,0,1/1/1000,4746000,30,1,1,1,
16/09/2025,B25011770,BWI-2,BARO03,QMUL138,Mulsa Ori Gajah 0.3 70 cm X 18 kg (Roll) + Kaos,5,Roll,0,1/1/1000,4746000,30,1,1,1,
16/09/2025,B25011771,SBY,TOKO21,QMUTU01,Mutual 25/25 WP 100 X 100 gr*,50,Pack,2024ES1108,01/11/2029,5700000,0,1,1,1,
16/09/2025,B25011771,SBY,TOKO21,QMUTU02,Mutual 25/25 WP 40 X 250 gr*,20,Pack,2025LY0326,01/03/2030,5700000,0,1,1,1,
16/09/2025,B25011772,JUBS,FAST07,QTANG08,Tangki Yoto 6 X 5 ltr,18,Pcs,0,1/1/1000,2025000,30,1,1,1,
16/09/2025,B25011773,JUBS,FAST07,QMELO11,Melon Jumbo F1 12 X 10 X 20 gr,20,Pack,240250663,02/03/2027,8000000,30,1,1,1,
16/09/2025,B25011774,SBY,SENT06,QNATI02,Nativo 75 WG 100 X 50 gr,500,Pack,PI23000922,01/08/2028,305250000,60,1,1,1,
16/09/2025,B25011774,SBY,SENT06,QVAYE03,Vayego 200 SC 50 X 100 ml,250,Btl,PI41003838,01/07/2029,305250000,60,1,1,1,
16/09/2025,B25011774,SBY,SENT06,QNEOC03,Neocron 80 OL 15 X 1 ltr*,750,Btl,66195,01/01/2030,305250000,60,1,1,1,
16/09/2025,B25011775,JLS,TANI30,QINSU01,Insure Max 510 FS 2 X 50 X 25 ml,200,Btl,242LQ11002,01/10/2027,7770000,30,1,1,1,
16/09/2025,B25011775,JLS,TANI30,QMIPC03,Mipcinta 50 WP 20 X 500 gr,20,Pack,49050915,01/05/2030,7770000,30,1,1,1,
16/09/2025,B25011776,BWI-1,GAGR01,QBORO01,Boron 6 X 200 X 1 gr*,1200,Pack,0,01/12/2029,114000000,60,1,1,1,
16/09/2025,B25011776,BWI-1,GAGR01,QBIGG07,Biggrow 20 WP 6 X 50 X 5 gr*,3000,Sach,1012025,01/01/2031,114000000,60,1,1,1,
16/09/2025,B25011777,MLG,KHAR02,QKALI05,Kaliandra 482 EC 50 X 80 ml*,500,Btl,20273U3057,01/08/2030,7950000,30,1,1,1,
16/09/2025,B25011778,BWI-1,WINA01,QBENA01,Benang Pe mlg*,150,Kg,0,1/1/1000,6375000,30,1,1,1,
16/09/2025,B25011779,BWI-1,BARU02,QNUME01,Numectin 20 EC 15 X 1 ltr*,30,Btl,2506004,01/06/2030,4050000,60,1,1,1,
16/09/2025,B25011780,MD-1,BERK01,QEMAC05,Emacel 30 EC 40 X 250 ml*,1000,Btl,10062025,01/06/2028,68750000,60,1,1,1,
16/09/2025,B25011781,SBY,KHAR01,QJAGU04,Jagung Bisi 2 20 X 1 kg,60,Pack,250724BF01,07/07/2026,66877991,30,1,1,1,
16/09/2025,B25011781,SBY,KHAR01,QJAGU04,Jagung Bisi 2 20 X 1 kg,280,Pack,250728BF03,17/07/2026,66877991,30,1,1,1,
16/09/2025,B25011781,SBY,KHAR01,QJAGU92,Jagung Bisi 18 20 X 1 kg (+Kaos),300,Pack,250820CF01,04/08/2026,66877991,30,1,1,1,
16/09/2025,B25011781,SBY,KHAR01,QJAGU04,Jagung Bisi 2 20 X 1 kg,60,Pack,250818BF02,08/08/2026,66877991,30,1,1,1,
16/09/2025,B25011781,SBY,KHAR01,QJAGU91,Jagung Bisi 959 20 X 1 kg + Kaos*,300,Pack,250828BF01,14/08/2026,66877991,30,1,1,1,
16/09/2025,B25011782,SBY,KHAR01,QBLUE01,Bluezeb 80 WP 20 X 1 kg*,200,Pack,BWYMNZ8082,01/04/2028,74504423,30,1,1,1,
16/09/2025,B25011782,SBY,KHAR01,QDECI01,Decis 25 EC 100 X 100 ml,1000,Btl,PI41003882,01/08/2029,74504423,30,1,1,1,
16/09/2025,B25011782,SBY,KHAR01,QDECI05,Decis 25 EC 40 X 250 ml,200,Btl,PI41003868,01/08/2029,74504423,30,1,1,1,
16/09/2025,B25011782,SBY,KHAR01,QBION02,Bionik 400 EC 20 X 500 ml*,140,Btl,50502999,01/04/2030,74504423,30,1,1,1,
16/09/2025,B25011782,SBY,KHAR01,QBION02,Bionik 400 EC 20 X 500 ml*,360,Btl,50502999,01/06/2030,74504423,30,1,1,1,
16/09/2025,B25011783,SBY,KHAR01,QETHR02,Ethrel 480 SL 100 X 100 ml,500,Pcs,PI41003860,01/08/2030,19930000,30,1,1,1,
16/09/2025,B25011784,MLG,FEBB02,QLUDE01,Ludes 50 EC 50 X 100 ml*,10,Btl,15193201,01/10/2026,1512500,30,1,1,1,
