tgl_inputer,kd_faktur,kd_rute,salesman,kd_customer,kd_barang,nama_barang,qty,satuan,no_lot,tgl_exp,nominal_p,jtempo,upload_sts,data_sts,barang_sts
30/1/2026,D26001711,MD-1,Reni,ALAM01,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",600,Pack,060376,1/9/2027,85000000.000023,30,1,1,1
30/1/2026,D26001711,MD-1,Reni,ALAM01,QMETS01,"Metsulindo Plus 80 WP 8 X 25 X 40 gr*",800,Pack,060377,1/9/2027,85000000.000023,30,1,1,1
30/1/2026,D26001712,MD-1,Reni,ALAM01,QROUN04,"Round Up 486 SL 50 X 200 ml",5000,Btl,601012,1/1/2031,379419999.99998,30,1,1,1
30/1/2026,D26001712,MD-1,Reni,ALAM01,QRICE04,"Ricestar Xtra 89 OD 40 X 250 ml",560,Btl,PV00001473,1/11/2026,379419999.99998,30,1,1,1
30/1/2026,D26001712,MD-1,Reni,ALAM01,QREGE03,"Regent 50 SC Red 80 X 50 ml",1600,Btl,2570Q09601,1/8/2027,379419999.99998,30,1,1,1
30/1/2026,D26001712,MD-1,Reni,ALAM01,QPREV04,"Previcur N 722SL 20 X 500 ml",400,Btl,PI42003262,1/1/2029,379419999.99998,30,1,1,1
30/1/2026,D26001712,MD-1,Reni,ALAM01,QINSU01,"Insure Max 510 FS 2 X 50 X 25 ml",100,Btl,252LQ02001,1/2/2028,379419999.99998,30,1,1,1
30/1/2026,D26001712,MD-1,Reni,ALAM01,QINSU01,"Insure Max 510 FS 2 X 50 X 25 ml",2900,Btl,252LQ02001,1/2/2028,379419999.99998,30,1,1,1
30/1/2026,D26001713,MD-1,Reni,ALAM01,QEM-401,"EM-4 Ternak (LC) 15 X 1 ltr",750,Btl,281225,1/12/2027,282624999.99998,30,1,1,1
30/1/2026,D26001713,MD-1,Reni,ALAM01,QGIBG03,"Gibgro 10 SP 25 X 40 X 1 gr",19490,Pack,2601001,1/1/2031,282624999.99998,30,1,1,1
30/1/2026,D26001713,MD-1,Reni,ALAM01,QGIBG03,"Gibgro 10 SP 25 X 40 X 1 gr",30510,Pack,2601001,1/1/2031,282624999.99998,30,1,1,1
30/1/2026,D26001713,MD-1,Reni,ALAM01,QATON07,"Atonik 6.0 L 15 X 500 ml",750,Btl,071102125,1/7/2030,282624999.99998,30,1,1,1
30/1/2026,D26001713,MD-1,Reni,ALAM01,QATON09,"Atonik 6.0 L 30 X 250 ml",1500,Btl,1011022225,1/10/2030,282624999.99998,30,1,1,1
30/1/2026,M26000022,KIU,"Customer Service",KARI07,AQIUS01,"Qiustar 400 EC 50 X 100 ml*",10,Btl,0,1/5/2028,0,0,1,1,1
30/1/2026,M26000022,KIU,"Customer Service",KARI07,AEVER06,"Ever Green Asam Humat 25 X 250 ml (Sample)",15,Btl,0,1/10/2030,0,0,1,1,1
30/1/2026,M26000022,KIU,"Customer Service",KARI07,AEVER05,"Ever Green Asam Amino 25 X 250 ml (Sample)",14,Btl,0,1/10/2030,0,0,1,1,1
30/1/2026,M26000022,KIU,"Customer Service",KARI07,ABIOC11,"Biochems Vit B1+B6 25 X 250 ml (Sample)",11,Btl,0,1/11/2030,0,0,1,1,1
30/1/2026,N26000016,SBY,Reni,MITR10,ABASG01,"Basgent 55 SC 100 X 50 ml",12,Btl,BSN25081550,1/8/2030,192000,30,1,1,1
30/1/2026,T26000108,KD-2,Zakia,TANI49,QSTAR13,"Stardon 60 WP 10 X 8 X 100 gr",80,Pack,255006,1/4/2030,16960000.000021,60,1,1,1
30/1/2026,T26000108,KD-2,Zakia,TANI49,QGLUF03,"Glufa 200 SL 20 X 1 ltr",220,Btl,0222020078,1/10/2029,16960000.000021,60,1,1,1
30/1/2026,T26000109,BWI-2,Faris,REST08,QQIUT02,"Qiutane 80 WP 25 X 800 gr Biru*",25,Pack,240812,1/9/2028,2124999.9999856,60,1,1,1
30/1/2026,T26000110,STB,Faris,ZAIN21,QJAGU91,"Jagung Bisi 959 20 X 1 kg + Kaos*",20,Pack,251104BF01,3/11/2026,2000000,0,1,1,1
30/1/2026,Z26000288,P-2,Safira,KARY22,QSMK24,"Smk. Madrid F1 12 X 10 X 20 gr*",138,Pack,230012601,22/4/2027,39330000,0,1,1,1
30/1/2026,Z26000289,JLS,Yuyun,MERD01,QMAES02,"Maestro 200 EC 20 X 500 ml",300,Btl,20251010,1/10/2030,38299999.999995,30,1,1,1
30/1/2026,Z26000289,JLS,Yuyun,MERD01,QMAES01,"Maestro 200 EC 10 X 1 ltr",100,Btl,20250916,1/9/2030,38299999.999995,30,1,1,1
30/1/2026,Z26000290,BWI-1,Faris,LANG01,QDUMI01,"Dumil 40 SP 100 X 100 gr*",100,Pack,20250630,1/9/2028,8280000.0000405,30,1,1,1
30/1/2026,Z26000290,BWI-1,Faris,LANG01,QKNO301,"KNO3 Merah P Tani 15 X 2 kg",120,Pack,01052025738,1/12/2028,8280000.0000405,30,1,1,1
30/1/2026,Z26000291,LMJ,Ariyani,SUMB48,QMELO26,"Melon Amanda Tavi F1 20 X 10 X 550 biji",50,Pack,260112AF01,1/7/2027,9000000,30,1,1,1
30/1/2026,Z26000292,P-2,Safira,KARY22,QTUNT03,"Tuntas 300/100 SL 20 X 1 ltr",240,Btl,60115004,1/1/2031,8999999.9999919,30,1,1,1
